goalkeepers,,,
Player,Team,Points,Cost
Osman,Everton,6,£4.5
Drinkwater,Leicester,57,£4.5
Teixeira,Liverpool,0,£4.5
Brannagan,Liverpool,0,£4.5
Ibe,Liverpool,34,£4.5
Manu García,Man City,0,£4.5
Evans,Man City,0,£4.5
Barker,Man City,0,£4.5
Horsfield,Man City,0,£4.5
Goss,Man Utd,0,£4.5
Weir,Man Utd,0,£4.5
Aarons,Newcastle,3,£4.5
Bigirimana,Newcastle,0,£4.5
Marveaux,Newcastle,0,£4.5
Isgrove,Southampton,0,£4.5
Winks,Spurs,0,£4.5
Lucas,Swansea,0,£4.5
Smith,Watford,0,£4.5
Gnabry,West Brom,1,£4.5
Flamini,Arsenal,22,£4.4
Gosling,Bournemouth,67,£4.4
Gibson,Everton,4,£4.4
Besic,Everton,7,£4.4
Inler,Leicester,8,£4.4
James,Leicester,0,£4.4
Rossiter,Liverpool,1,£4.4
Powell,Man Utd,1,£4.4
Tioté,Newcastle,14,£4.4
Dorrans,Norwich,24,£4.4
Yacob,West Brom,37,£4.4
Cullen,West Ham,1,£4.4
Sinclair,Aston Villa,39,£4.3
Sánchez,Aston Villa,26,£4.3
Surman,Bournemouth,56,£4.3
MacDonald,Bournemouth,2,£4.3
Williams,Crystal Palace,1,£4.3
Lee Chung-yong,Crystal Palace,16,£4.3
Lucas,Liverpool,28,£4.3
Anita,Newcastle,35,£4.3
Tettey,Norwich,49,£4.3
Mulumbu,Norwich,8,£4.3
Reed,Southampton,1,£4.3
Onomah,Spurs,6,£4.3
Bentaleb,Spurs,5,£4.3
Whelan,Stoke,47,£4.3
Cattermole,Sunderland,26,£4.3
Fulton,Swansea,0,£4.3
Watson,Watford,50,£4.3
Behrami,Watford,19,£4.3
Fletcher,West Brom,65,£4.3
McManaman,West Brom,17,£4.3
Coquelin,Arsenal,24,£4.2
Westwood,Aston Villa,34,£4.2
O'Kane,Bournemouth,19,£4.2
Stanislas,Bournemouth,47,£4.2
Mikel,Chelsea,18,£4.2
Barry,Everton,50,£4.2
Oviedo,Everton,7,£4.2
King,Leicester,21,£4.2
Roberts,Man City,1,£4.2
Lingard,Man Utd,29,£4.2
Obertan,Newcastle,11,£4.2
O'Neil,Norwich,15,£4.2
Andreu,Norwich,0,£4.2
Oriol Romeu,Southampton,23,£4.2
Wanyama,Southampton,34,£4.2
Sidwell,Stoke,1,£4.2
Moha,Stoke,0,£4.2
Britton,Swansea,22,£4.2
Grimes,Swansea,3,£4.2
Guédioura,Watford,10,£4.2
Anya,Watford,43,£4.2
Dyer,Watford,0,£4.2
Mutch,Crystal Palace,12,£4.1
,,,
,,,
,,,
forwards,,,
Player,Team,Points,Cost
Agüero,Man City,83,£13.3
Costa,Chelsea,77,£10.7
Rooney,Man Utd,76,£10.0
Kane,Spurs,111,£10.0
Sturridge,Liverpool,19,£9.9
Giroud,Arsenal,97,£9.2
Lukaku,Everton,139,£9.2
Benteke,Liverpool,72,£8.2
Bony,Man City,46,£7.9
Pellè,Southampton,72,£7.8
Son,Spurs,36,£7.7
Martial,Man Utd,69,£7.6
Welbeck,Arsenal,0,£7.3
Vardy,Leicester,134,£7.3
N'Jie,Spurs,11,£7.3
Remy,Chelsea,19,£7.1
Ings,Liverpool,20,£7.0
Austin,Southampton,0,£7.0
Falcao,Chelsea,14,£6.9
Rodriguez,Southampton,10,£6.5
Rondón,West Brom,51,£6.5
Gomis,Swansea,57,£6.4
Ighalo,Watford,133,£6.4
Carroll,West Ham,37,£6.4
Mitrovic,Newcastle,52,£6.2
Cissé,Newcastle,29,£6.2
Diouf,Stoke,36,£6.2
Sakho,West Ham,42,£6.2
Afobe,Bournemouth,9,£6.1
Berahino,West Brom,44,£5.8
Valencia,West Ham,28,£5.8
Long,Southampton,48,£5.7
Gestede,Aston Villa,53,£5.6
Okazaki,Leicester,49,£5.6
Crouch,Stoke,4,£5.6
Ayew,Aston Villa,54,£5.5
Murray,Bournemouth,34,£5.5
Wickham,Crystal Palace,29,£5.5
Origi,Liverpool,15,£5.5
Joselu,Stoke,30,£5.5
Oularé,Watford,1,£5.5
Jelavic,West Ham,23,£5.5
Campbell,Crystal Palace,7,£5.4
Kramaric,Leicester,2,£5.4
Rivière,Newcastle,0,£5.4
Borini,Sunderland,31,£5.4
Wilson,Bournemouth,38,£5.3
Bamford,Chelsea,6,£5.3
Player,Team,Points,Cost
Kenedy,Chelsea,8,£5.3
Juanmi,Southampton,10,£5.3
Lambert,West Brom,30,£5.3
Zárate,West Ham,41,£5.3
Ulloa,Leicester,37,£5.2
Mbokani,Norwich,45,£5.2
Defoe,Sunderland,75,£5.2
Deeney,Watford,100,£5.2
Gayle,Crystal Palace,9,£5.1
Ayoze,Newcastle,69,£5.1
Bojan,Stoke,69,£5.1
Ibarbo,Watford,4,£5.1
Campbell,Arsenal,36,£5.0
Naismith,Norwich,39,£5.0
N'Doye,Sunderland,0,£5.0
Eder,Swansea,15,£5.0
Iheanacho,Man City,31,£4.8
Fletcher,Sunderland,48,£4.8
Agbonlahor,Aston Villa,20,£4.7
Tomlin,Bournemouth,8,£4.7
Chamakh,Crystal Palace,7,£4.7
Butcher,Bournemouth,0,£4.5
Koné,Everton,70,£4.5
Sinclair,Liverpool,0,£4.5
Rashford,Man Utd,0,£4.5
Jerome,Norwich,55,£4.5
Seager,Southampton,0,£4.5
Roberts,West Brom,0,£4.5
Anichebe,West Brom,6,£4.5
Parfitt-Williams,West Ham,0,£4.5
Kozák,Aston Villa,7,£4.4
Kermorgant,Bournemouth,7,£4.4
McAleny,Everton,0,£4.4
Rodríguez,Everton,0,£4.4
Lawrence,Leicester,0,£4.4
Dodoo,Leicester,1,£4.4
Gooch,Sunderland,0,£4.4
Armstrong,Newcastle,0,£4.3
Lafferty,Norwich,1,£4.3
Barrow,Swansea,18,£4.3
Lee,West Ham,0,£4.3
Grabban,Bournemouth,15,£4.2
Toney,Newcastle,2,£4.2
Hooper,Norwich,2,£4.2
Watmore,Sunderland,30,£4.2
Hepburn-Murphy,Aston Villa,0,£4.1
Rantie,Bournemouth,3,£4.1
Emnes,Swansea,1,£4.1
