goalkeepers,,,
Player,Team,Points,Cost
Ekstrand,Watford,0,£4.0
Pudil,Watford,0,£4.0
Hoban,Watford,0,£4.0
Gamboa,West Brom,0,£4.0
Burke,West Ham,0,£4.0
midfielders,,,
Player,Team,Points,Cost
Hazard,Chelsea,3,£11.5
Sánchez,Arsenal,6,£11.0
Silva,Man City,17,£10.0
Fàbregas,Chelsea,4,£8.9
Sterling,Man City,6,£8.9
Walcott,Arsenal,1,£8.8
Yaya Touré,Man City,21,£8.6
Özil,Arsenal,9,£8.5
Cazorla,Arsenal,4,£8.5
Ramsey,Arsenal,4,£8.5
Mata,Man Utd,11,£8.5
Depay,Man Utd,6,£8.5
Eriksen,Spurs,10,£8.5
Oscar,Chelsea,6,£8.4
Firmino,Liverpool,2,£8.4
Coutinho,Liverpool,13,£8.1
Mané,Southampton,4,£8.0
Payet,West Ham,15,£7.6
Lallana,Liverpool,6,£7.5
Sigurdsson,Swansea,5,£7.5
Cuadrado,Chelsea,1,£7.4
Ayew,Swansea,17,£7.1
Willian,Chelsea,8,£7.0
Mirallas,Everton,2,£7.0
Henderson,Liverpool,7,£7.0
Milner,Liverpool,5,£7.0
Nasri,Man City,2,£7.0
Wijnaldum,Newcastle,9,£7.0
Tadic,Southampton,7,£7.0
Chadli,Spurs,10,£7.0
Shaqiri,Stoke,0,£7.0
Schweinsteiger,Man Utd,1,£6.9
Herrera,Man Utd,1,£6.9
Lamela,Spurs,2,£6.9
Cabaye,Crystal Palace,12,£6.6
Barkley,Everton,20,£6.6
Deulofeu,Everton,1,£6.5
Navas,Man City,9,£6.5
Fellaini,Man Utd,0,£6.5
Cabella,Newcastle,0,£6.5
Lens,Sunderland,9,£6.5
Bolasie,Crystal Palace,2,£6.4
de Jong,Newcastle,1,£6.4
Chamberlain,Arsenal,3,£6.0
Veretout,Aston Villa,5,£6.0
Traoré,Aston Villa,0,£6.0
Gradel,Bournemouth,3,£6.0
Puncheon,Crystal Palace,7,£6.0
Fernandinho,Man City,11,£6.0
Young,Man Utd,4,£6.0
Townsend,Spurs,0,£6.0
Arnautovic,Stoke,10,£6.0
Montero,Swansea,8,£6.0
Berghuis,Watford,1,£6.0
Wilshere,Arsenal,0,£5.9
Ritchie,Bournemouth,3,£5.9
Markovic,Liverpool,0,£5.9
Sissoko,Newcastle,3,£5.9
Gouffran,Newcastle,0,£5.9
Ward-Prowse,Southampton,1,£5.9
Lennon,Spurs,0,£5.9
Adam,Stoke,3,£5.9
Walters,Stoke,3,£5.9
Johnson,Sunderland,6,£5.9
Mahrez,Leicester,25,£5.8
Ramires,Chelsea,2,£5.5
Sako,Crystal Palace,0,£5.5
Zaha,Crystal Palace,9,£5.5
Delph,Man City,0,£5.5
Schneiderlin,Man Utd,6,£5.5
Januzaj,Man Utd,6,£5.5
Blind,Man Utd,6,£5.5
Brady,Norwich,9,£5.5
Redmond,Norwich,17,£5.5
Ramírez,Southampton,0,£5.5
Dembélé,Spurs,4,£5.5
Afellay,Stoke,4,£5.5
Shelvey,Swansea,7,£5.5
Jurado,Watford,9,£5.5
Gardner,West Brom,4,£5.5
Brunt,West Brom,5,£5.5
Noble,West Ham,4,£5.5
Kouyaté,West Ham,14,£5.5
Grealish,Aston Villa,0,£5.4
Atsu,Bournemouth,0,£5.4
Moses,Chelsea,0,£5.4
Cleverley,Everton,5,£5.4
Can,Liverpool,2,£5.4
Colback,Newcastle,3,£5.4
Johnson,Norwich,3,£5.4
Clasie,Southampton,0,£5.4
Van Ginkel,Stoke,3,£5.4
Larsson,Sunderland,3,£5.4
Giaccherini,Sunderland,0,£5.4
Routledge,Swansea,2,£5.4
Ki Sung-yueng,Swansea,1,£5.4
Sessegnon,West Brom,0,£5.4
Lanzini,West Ham,1,£5.4
Nolan,West Ham,1,£5.4
Albrighton,Leicester,20,£5.1
Rosicky,Arsenal,0,£5.0
Adelaide,Arsenal,0,£5.0
Sinclair,Aston Villa,4,£5.0
Gueye,Aston Villa,3,£5.0
Arter,Bournemouth,0,£5.0
Player,Team,Points,Cost
Pugh,Bournemouth,3,£5.0
Matic,Chelsea,4,£5.0
McArthur,Crystal Palace,9,£5.0
McCarthy,Everton,4,£5.0
McGeady,Everton,0,£5.0
Pienaar,Everton,0,£5.0
Kanté,Leicester,2,£5.0
Allen,Liverpool,0,£5.0
Ibe,Liverpool,6,£5.0
Fernando,Man City,0,£5.0
Carrick,Man Utd,2,£5.0
Hoolahan,Norwich,15,£5.0
Howson,Norwich,4,£5.0
Odjidja-Ofoe,Norwich,0,£5.0
Davis,Southampton,2,£5.0
Pritchard,Spurs,0,£5.0
Mason,Spurs,4,£5.0
Ireland,Stoke,4,£5.0
Odemwingie,Stoke,1,£5.0
M'Vila,Sunderland,2,£5.0
Rodwell,Sunderland,1,£5.0
Gómez,Sunderland,0,£5.0
Cork,Swansea,3,£5.0
Capoue,Watford,5,£5.0
Abdi,Watford,1,£5.0
Gnabry,West Brom,0,£5.0
Morrison,West Brom,5,£5.0
McManaman,West Brom,2,£5.0
Jarvis,West Ham,1,£5.0
Obiang,West Ham,1,£5.0
Arteta,Arsenal,1,£4.9
Zelalem,Arsenal,0,£4.9
Carles Gil,Aston Villa,0,£4.9
N'Zogbia,Aston Villa,0,£4.9
Cole,Aston Villa,0,£4.9
King,Bournemouth,2,£4.9
Loftus-Cheek,Chelsea,0,£4.9
Jedinak,Crystal Palace,1,£4.9
Ledley,Crystal Palace,0,£4.9
Osman,Everton,0,£4.9
Aarons,Newcastle,1,£4.9
Dorrans,Norwich,4,£4.9
Hesketh,Southampton,0,£4.9
Carroll,Spurs,0,£4.9
Alli,Spurs,0,£4.9
Buckley,Sunderland,0,£4.9
Dyer,Swansea,1,£4.9
McClean,West Brom,2,£4.9
Amalfitano,West Ham,0,£4.9
Pereira,Man Utd,0,£4.8
Coquelin,Arsenal,2,£4.5
Flamini,Arsenal,0,£4.5
Westwood,Aston Villa,7,£4.5
Sánchez,Aston Villa,2,£4.5
Surman,Bournemouth,4,£4.5
O'Kane,Bournemouth,2,£4.5
MacDonald,Bournemouth,0,£4.5
Gosling,Bournemouth,2,£4.5
Mikel,Chelsea,0,£4.5
Mutch,Crystal Palace,3,£4.5
Bannan,Crystal Palace,0,£4.5
Williams,Crystal Palace,0,£4.5
Lee Chung-yong,Crystal Palace,1,£4.5
Guédioura,Crystal Palace,0,£4.5
Barry,Everton,5,£4.5
Gibson,Everton,0,£4.5
Besic,Everton,0,£4.5
Oviedo,Everton,1,£4.5
King,Leicester,4,£4.5
Drinkwater,Leicester,4,£4.5
Hammond,Leicester,0,£4.5
James,Leicester,0,£4.5
Lucas,Liverpool,0,£4.5
Roberts,Man City,0,£4.5
Obertan,Newcastle,7,£4.5
Tioté,Newcastle,1,£4.5
Abeid,Newcastle,0,£4.5
Anita,Newcastle,4,£4.5
Tettey,Norwich,1,£4.5
O'Neil,Norwich,1,£4.5
Elliott Bennett,Norwich,0,£4.5
Mulumbu,Norwich,0,£4.5
Oriol Romeu,Southampton,0,£4.5
Wanyama,Southampton,4,£4.5
Reed,Southampton,0,£4.5
Bentaleb,Spurs,2,£4.5
Whelan,Stoke,3,£4.5
Sidwell,Stoke,1,£4.5
Moha,Stoke,0,£4.5
Cattermole,Sunderland,3,£4.5
Bridcutt,Sunderland,0,£4.5
Britton,Swansea,1,£4.5
Fulton,Swansea,0,£4.5
Grimes,Swansea,0,£4.5
Watson,Watford,1,£4.5
Anya,Watford,5,£4.5
Dyer,Watford,0,£4.5
Murray,Watford,0,£4.5
Behrami,Watford,5,£4.5
Fletcher,West Brom,4,£4.5
Yacob,West Brom,3,£4.5
Samuelsen,West Ham,0,£4.5
Poyet,West Ham,0,£4.5
Stanislas,Bournemouth,0,£4.4
Andreu,Norwich,0,£4.4
forwards,,,
Player,Team,Points,Cost
Agüero,Man City,7,£13.1
Costa,Chelsea,4,£11.0
Sturridge,Liverpool,0,£10.5
Rooney,Man Utd,7,£10.5
Kane,Spurs,4,£9.5
Giroud,Arsenal,9,£9.0
Benteke,Liverpool,11,£8.5
Bony,Man City,6,£8.4
Lukaku,Everton,18,£8.1
Pellè,Southampton,6,£8.0
Welbeck,Arsenal,0,£7.5
N'Jie,Spurs,0,£7.5
Remy,Chelsea,0,£7.3
Falcao,Chelsea,2,£7.3
Ings,Liverpool,0,£7.3
Gomis,Swansea,12,£7.1
Rondón,West Brom,1,£7.0
Balotelli,Liverpool,0,£6.9
Rodriguez,Southampton,3,£6.9
Cissé,Newcastle,10,£6.5
Diouf,Stoke,8,£6.5
Berahino,West Brom,4,£6.5
Carroll,West Ham,0,£6.5
Sakho,West Ham,4,£6.5
Mitrovic,Newcastle,0,£6.3
Gestede,Aston Villa,7,£6.0
Vardy,Leicester,6,£6.0
Okazaki,Leicester,8,£6.0
Hernández,Man Utd,0,£6.0
Long,Southampton,7,£6.0
Lambert,West Brom,3,£6.0
Ayew,Aston Villa,2,£5.9
Murray,Crystal Palace,2,£5.9
Wickham,Crystal Palace,3,£5.9
Adebayor,Spurs,0,£5.9
Soldado,Spurs,0,£5.9
Crouch,Stoke,0,£5.9
Joselu,Stoke,4,£5.9
Valencia,West Ham,0,£5.9
Bamford,Crystal Palace,1,£5.8
Ulloa,Leicester,0,£5.8
Kramaric,Leicester,0,£5.8
Origi,Liverpool,0,£5.8
Juanmi,Southampton,0,£5.8
,Team,Points,Cost
Zárate,West Ham,10,£5.6
Rivière,Newcastle,0,£5.5
Defoe,Sunderland,8,£5.5
Deeney,Watford,6,£5.5
Wilson,Bournemouth,4,£5.4
Campbell,Crystal Palace,0,£5.4
Naismith,Everton,2,£5.4
Borini,Liverpool,0,£5.4
Bojan,Stoke,0,£5.4
Eder,Swansea,1,£5.4
Ideye,West Brom,0,£5.4
Gayle,Crystal Palace,0,£5.3
Ayoze,Newcastle,0,£5.3
Koné,Everton,16,£5.1
Agbonlahor,Aston Villa,4,£5.0
Tomlin,Bournemouth,0,£5.0
Iheanacho,Man City,0,£5.0
Jerome,Norwich,3,£5.0
Fletcher,Sunderland,8,£5.0
Ighalo,Watford,8,£5.0
Kozák,Aston Villa,0,£4.9
Kermorgant,Bournemouth,1,£4.9
Chamakh,Crystal Palace,0,£4.9
Pozo,Man City,0,£4.9
Wilson,Man Utd,0,£4.9
van Wolfswinkel,Norwich,0,£4.9
Vydra,Watford,0,£4.9
Anichebe,West Brom,1,£4.9
Hepburn-Murphy,Aston Villa,0,£4.5
Rantie,Bournemouth,0,£4.5
McAleny,Everton,0,£4.5
Lawrence,Leicester,0,£4.5
Armstrong,Newcastle,0,£4.5
Grabban,Norwich,2,£4.5
Hooper,Norwich,1,£4.5
Lafferty,Norwich,0,£4.5
Mayuka,Southampton,0,£4.5
Watmore,Sunderland,5,£4.5
Graham,Sunderland,1,£4.5
Emnes,Swansea,0,£4.5
Barrow,Swansea,0,£4.5
Forestieri,Watford,0,£4.5
Samaras,West Brom,0,£4.5
Lee,West Ham,0,£4.5
Maiga,West Ham,2,£4.5
