goalkeepers,,,
Player,Team,Points,Cost
Otamendi,Man City,0,£6.5
Baines,Everton,0,£6.3
Kompany,Man City,36,£6.3
Smalling,Man Utd,23,£6.1
Koscielny,Arsenal,10,£6.0
Baba Rahman,Chelsea,0,£6.0
Azpilicueta,Chelsea,16,£6.0
Coleman,Everton,18,£6.0
Zabaleta,Man City,0,£5.9
Kolarov,Man City,37,£5.8
Darmian,Man Utd,21,£5.7
Shaw,Man Utd,25,£5.6
Bellerín,Arsenal,15,£5.5
Monreal,Arsenal,18,£5.5
Zouma,Chelsea,3,£5.5
Jagielka,Everton,16,£5.5
Stones,Everton,15,£5.5
Skrtel,Liverpool,19,£5.5
Clyne,Liverpool,19,£5.5
Mangala,Man City,22,£5.5
Caulker,Southampton,7,£5.5
Vertonghen,Spurs,13,£5.5
Cresswell,West Ham,22,£5.5
Mertesacker,Arsenal,3,£5.4
Gibbs,Arsenal,1,£5.4
Debuchy,Arsenal,1,£5.4
Clichy,Man City,0,£5.4
Demichelis,Man City,2,£5.4
Rojo,Man Utd,0,£5.4
Bertrand,Southampton,0,£5.4
Fonte,Southampton,13,£5.4
Jones,Man Utd,0,£5.3
Rose,Spurs,6,£5.3
Trippier,Spurs,0,£5.3
Valencia,Man Utd,2,£5.2
Sagna,Man City,33,£5.1
Amavi,Aston Villa,17,£5.0
Bacuna,Aston Villa,8,£5.0
Dann,Crystal Palace,19,£5.0
Schlupp,Leicester,8,£5.0
Lovren,Liverpool,20,£5.0
Mbemba,Newcastle,11,£5.0
Cédric,Southampton,17,£5.0
Alderweireld,Spurs,11,£5.0
Walker,Spurs,8,£5.0
Dier,Spurs,14,£5.0
Pieters,Stoke,4,£5.0
Johnson,Stoke,7,£5.0
Naughton,Swansea,17,£5.0
Williams,Swansea,13,£5.0
Taylor,Swansea,13,£5.0
Fernández,Swansea,9,£5.0
Dawson,West Brom,14,£5.0
McAuley,West Brom,12,£5.0
Jenkinson,West Ham,-3,£5.0
Reid,West Ham,13,£5.0
Tomkins,West Ham,11,£5.0
Ogbonna,West Ham,13,£5.0
Gabriel,Arsenal,14,£4.9
Chambers,Arsenal,7,£4.9
Fuchs,Leicester,2,£4.9
McNair,Man Utd,0,£4.9
Janmaat,Newcastle,0,£4.9
Fazio,Spurs,0,£4.9
Shawcross,Stoke,0,£4.9
Chester,West Brom,0,£4.9
Lescott,West Brom,9,£4.9
Gomez,Liverpool,22,£4.8
Sakho,Liverpool,0,£4.8
Moreno,Liverpool,3,£4.8
Evans,Man Utd,0,£4.8
Wimmer,Spurs,0,£4.8
van Aanholt,Sunderland,3,£4.8
Tabanou,Swansea,0,£4.7
Richards,Aston Villa,12,£4.6
Crespo,Aston Villa,0,£4.5
Clark,Aston Villa,7,£4.5
Okore,Aston Villa,0,£4.5
Francis,Bournemouth,12,£4.5
Cook,Bournemouth,5,£4.5
Elphick,Bournemouth,7,£4.5
Daniels,Bournemouth,6,£4.5
Ward,Crystal Palace,21,£4.5
Delaney,Crystal Palace,12,£4.5
,,,
,,,
,,,
Player,Team,Points,Cost
Souaré,Crystal Palace,10,£4.5
Galloway,Everton,9,£4.5
Benalouane,Leicester,2,£4.5
Morgan,Leicester,7,£4.5
de Laet,Leicester,6,£4.5
Huth,Leicester,6,£4.5
Flanagan,Liverpool,0,£4.5
Coloccini,Newcastle,7,£4.5
Haidara,Newcastle,14,£4.5
Bassong,Norwich,4,£4.5
Whittaker,Norwich,7,£4.5
Martin,Norwich,17,£4.5
Yoshida,Southampton,14,£4.5
Gardos,Southampton,0,£4.5
Davies,Spurs,7,£4.5
Wilson,Stoke,1,£4.5
Cameron,Stoke,7,£4.5
Muniesa,Stoke,6,£4.5
Amat,Swansea,0,£4.5
Britos,Watford,0,£4.5
Aké,Watford,0,£4.5
Cathcart,Watford,16,£4.5
Prödl,Watford,14,£4.5
Layún,Watford,9,£4.5
Nyom,Watford,15,£4.5
Olsson,West Brom,15,£4.5
Richardson,Aston Villa,1,£4.4
Hutton,Aston Villa,1,£4.4
Mings,Bournemouth,1,£4.4
Distin,Bournemouth,0,£4.4
Kelly,Crystal Palace,0,£4.4
Hangeland,Crystal Palace,0,£4.4
José Enrique,Liverpool,0,£4.4
Touré,Liverpool,0,£4.4
Ilori,Liverpool,0,£4.4
Varela,Man Utd,0,£4.4
Dummett,Newcastle,0,£4.4
Lascelles,Newcastle,0,£4.4
Williamson,Newcastle,0,£4.4
Olsson,Norwich,0,£4.4
Martina,Southampton,2,£4.4
Yedlin,Spurs,0,£4.4
Bardsley,Stoke,0,£4.4
Wollscheid,Stoke,1,£4.4
Kaboul,Sunderland,1,£4.4
O'Shea,Sunderland,3,£4.4
Jones,Sunderland,3,£4.4
Brown,Sunderland,0,£4.4
Coates,Sunderland,1,£4.4
Matthews,Sunderland,1,£4.4
Rangel,Swansea,0,£4.4
Bartley,Swansea,1,£4.4
Paredes,Watford,0,£4.4
Holebas,Watford,2,£4.4
Pocognoli,West Brom,0,£4.4
Collins,West Ham,0,£4.4
O'Brien,West Ham,0,£4.4
Wasilewski,Leicester,0,£4.3
Denayer,Man City,0,£4.3
Wisdom,Norwich,0,£4.3
Angella,Watford,0,£4.3
Oxford,West Ham,7,£4.1
Senderos,Aston Villa,0,£4.0
Baker,Aston Villa,0,£4.0
Kinsella,Aston Villa,0,£4.0
Bennett,Aston Villa,0,£4.0
Cargill,Bournemouth,0,£4.0
Smith,Bournemouth,3,£4.0
Mariappa,Crystal Palace,0,£4.0
Fryers,Crystal Palace,0,£4.0
Pennington,Everton,0,£4.0
Hibbert,Everton,0,£4.0
Browning,Everton,1,£4.0
Simpson,Leicester,0,£4.0
Moore,Leicester,0,£4.0
Becerra,Man City,0,£4.0
Steven Taylor,Newcastle,7,£4.0
Ryan Bennett,Norwich,0,£4.0
Targett,Southampton,13,£4.0
Roberge,Sunderland,0,£4.0
Tiendalli,Swansea,0,£4.0
Ekstrand,Watford,0,£4.0
Pudil,Watford,0,£4.0
Hoban,Watford,0,£4.0
Gamboa,West Brom,0,£4.0
Knoyle,West Ham,0,£4.0
Burke,West Ham,0,£4.0
,,,
,,,
,,,
midfielders,,,
Player,Team,Points,Cost
Hazard,Chelsea,10,£11.4
Sánchez,Arsenal,12,£11.0
Silva,Man City,26,£10.1
Pedro,Chelsea,20,£9.5
Sterling,Man City,21,£8.9
Yaya Touré,Man City,31,£8.9
Fàbregas,Chelsea,8,£8.8
Walcott,Arsenal,5,£8.5
Özil,Arsenal,12,£8.5
Mata,Man Utd,21,£8.5
Depay,Man Utd,10,£8.5
Cazorla,Arsenal,9,£8.4
Ramsey,Arsenal,10,£8.4
Eriksen,Spurs,10,£8.4
Oscar,Chelsea,6,£8.3
Firmino,Liverpool,7,£8.2
Coutinho,Liverpool,14,£8.1
Mané,Southampton,16,£7.8
Payet,West Ham,20,£7.6
Lallana,Liverpool,6,£7.4
Sigurdsson,Swansea,11,£7.4
Ayew,Swansea,31,£7.1
Wijnaldum,Newcastle,13,£7.0
Chadli,Spurs,18,£7.0
Shaqiri,Stoke,9,£7.0
Willian,Chelsea,11,£6.9
Mirallas,Everton,3,£6.9
Milner,Liverpool,10,£6.9
Nasri,Man City,8,£6.9
Tadic,Southampton,23,£6.9
Lamela,Spurs,4,£6.9
Henderson,Liverpool,7,£6.8
Schweinsteiger,Man Utd,4,£6.8
Barkley,Everton,25,£6.7
Herrera,Man Utd,3,£6.7
Cabaye,Crystal Palace,14,£6.6
Navas,Man City,13,£6.5
Fellaini,Man Utd,1,£6.5
Thauvin,Newcastle,2,£6.5
Toivonen,Sunderland,4,£6.5
Lens,Sunderland,20,£6.5
Deulofeu,Everton,3,£6.4
Bolasie,Crystal Palace,3,£6.3
de Jong,Newcastle,2,£6.3
Mahrez,Leicester,36,£6.1
Traoré,Aston Villa,4,£6.0
Gradel,Bournemouth,16,£6.0
Puncheon,Crystal Palace,13,£6.0
Fernandinho,Man City,23,£6.0
Arnautovic,Stoke,12,£6.0
Montero,Swansea,10,£6.0
Wilshere,Arsenal,0,£5.9
Veretout,Aston Villa,5,£5.9
Townsend,Spurs,0,£5.9
Walters,Stoke,3,£5.9
Chamberlain,Arsenal,10,£5.8
Ritchie,Bournemouth,7,£5.8
Young,Man Utd,5,£5.8
Sissoko,Newcastle,4,£5.8
Gouffran,Newcastle,0,£5.8
Ward-Prowse,Southampton,5,£5.8
Lennon,Spurs,0,£5.8
Adam,Stoke,2,£5.8
Johnson,Sunderland,6,£5.8
Berghuis,Watford,1,£5.8
Redmond,Norwich,26,£5.6
Kouyaté,West Ham,25,£5.6
Traore,Chelsea,0,£5.5
Sako,Crystal Palace,23,£5.5
Zaha,Crystal Palace,11,£5.5
Delph,Man City,2,£5.5
Januzaj,Man Utd,9,£5.5
Blind,Man Utd,11,£5.5
Brady,Norwich,15,£5.5
Dembélé,Spurs,7,£5.5
Shelvey,Swansea,11,£5.5
Jurado,Watford,14,£5.5
Diamanti,Watford,1,£5.5
Noble,West Ham,17,£5.5
Grealish,Aston Villa,2,£5.4
Cleverley,Everton,8,£5.4
Can,Liverpool,5,£5.4
Schneiderlin,Man Utd,10,£5.4
Colback,Newcastle,8,£5.4
Ramírez,Southampton,0,£5.4
Clasie,Southampton,0,£5.4
Afellay,Stoke,3,£5.4
Ki Sung-yueng,Swansea,2,£5.4
Gardner,West Brom,5,£5.4
Brunt,West Brom,7,£5.4
Atsu,Bournemouth,0,£5.3
Ramires,Chelsea,2,£5.3
Moses,Chelsea,0,£5.3
Johnson,Norwich,5,£5.3
Van Ginkel,Stoke,7,£5.3
Larsson,Sunderland,5,£5.3
Giaccherini,Sunderland,0,£5.3
Routledge,Swansea,2,£5.3
Sessegnon,West Brom,0,£5.3
Lanzini,West Ham,10,£5.3
Albrighton,Leicester,25,£5.1
Rosicky,Arsenal,0,£5.0
Adelaide,Arsenal,0,£5.0
Pugh,Bournemouth,10,£5.0
McArthur,Crystal Palace,13,£5.0
McGeady,Everton,0,£5.0
,,,
,,,
,,,
Player,Team,Points,Cost
Kanté,Leicester,8,£5.0
Inler,Leicester,1,£5.0
Hoolahan,Norwich,18,£5.0
Odjidja-Ofoe,Norwich,0,£5.0
Pritchard,Spurs,1,£5.0
Mason,Spurs,8,£5.0
Ireland,Stoke,6,£5.0
M'Vila,Sunderland,14,£5.0
Arteta,Arsenal,2,£4.9
Zelalem,Arsenal,0,£4.9
Carles Gil,Aston Villa,0,£4.9
Cole,Aston Villa,0,£4.9
Sinclair,Aston Villa,18,£4.9
Gueye,Aston Villa,7,£4.9
King,Bournemouth,3,£4.9
Arter,Bournemouth,0,£4.9
Matic,Chelsea,7,£4.9
Loftus-Cheek,Chelsea,1,£4.9
Jedinak,Crystal Palace,2,£4.9
McCarthy,Everton,9,£4.9
Pienaar,Everton,0,£4.9
Allen,Liverpool,0,£4.9
Ibe,Liverpool,8,£4.9
Fernando,Man City,0,£4.9
Carrick,Man Utd,4,£4.9
Howson,Norwich,8,£4.9
Dorrans,Norwich,8,£4.9
Davis,Southampton,6,£4.9
Hesketh,Southampton,0,£4.9
Carroll,Spurs,1,£4.9
Alli,Spurs,6,£4.9
Odemwingie,Stoke,1,£4.9
Rodwell,Sunderland,5,£4.9
Gómez,Sunderland,0,£4.9
Cork,Swansea,7,£4.9
Capoue,Watford,10,£4.9
Abdi,Watford,3,£4.9
Gnabry,West Brom,1,£4.9
Morrison,West Brom,20,£4.9
McManaman,West Brom,7,£4.9
McClean,West Brom,5,£4.9
Jarvis,West Ham,3,£4.9
Obiang,West Ham,6,£4.9
N'Zogbia,Aston Villa,0,£4.8
Ledley,Crystal Palace,1,£4.8
Osman,Everton,0,£4.8
Aarons,Newcastle,1,£4.8
Buckley,Sunderland,0,£4.8
Dyer,Swansea,1,£4.8
Amalfitano,West Ham,0,£4.8
Pereira,Man Utd,0,£4.7
Coquelin,Arsenal,8,£4.5
Flamini,Arsenal,0,£4.5
Westwood,Aston Villa,12,£4.5
Sánchez,Aston Villa,7,£4.5
Surman,Bournemouth,8,£4.5
O'Kane,Bournemouth,5,£4.5
MacDonald,Bournemouth,0,£4.5
Mutch,Crystal Palace,4,£4.5
Barry,Everton,9,£4.5
Gibson,Everton,0,£4.5
Besic,Everton,0,£4.5
King,Leicester,6,£4.5
Drinkwater,Leicester,9,£4.5
Hammond,Leicester,0,£4.5
James,Leicester,0,£4.5
Rossiter,Liverpool,1,£4.5
Obertan,Newcastle,9,£4.5
Anita,Newcastle,8,£4.5
Oriol Romeu,Southampton,5,£4.5
Wanyama,Southampton,6,£4.5
Onomah,Spurs,0,£4.5
Whelan,Stoke,7,£4.5
Britton,Swansea,1,£4.5
Fulton,Swansea,0,£4.5
Anya,Watford,9,£4.5
Murray,Watford,0,£4.5
Behrami,Watford,10,£4.5
Fletcher,West Brom,9,£4.5
Yacob,West Brom,6,£4.5
Samuelsen,West Ham,0,£4.5
Cullen,West Ham,1,£4.5
Stanislas,Bournemouth,0,£4.4
Gosling,Bournemouth,3,£4.4
Mikel,Chelsea,1,£4.4
Bannan,Crystal Palace,0,£4.4
Williams,Crystal Palace,0,£4.4
Lee Chung-yong,Crystal Palace,2,£4.4
Guédioura,Crystal Palace,0,£4.4
Oviedo,Everton,4,£4.4
Lucas,Liverpool,4,£4.4
Roberts,Man City,0,£4.4
Tioté,Newcastle,2,£4.4
Tettey,Norwich,4,£4.4
O'Neil,Norwich,2,£4.4
Elliott Bennett,Norwich,0,£4.4
Mulumbu,Norwich,0,£4.4
Andreu,Norwich,0,£4.4
Reed,Southampton,0,£4.4
Bentaleb,Spurs,5,£4.4
Sidwell,Stoke,1,£4.4
Moha,Stoke,0,£4.4
Cattermole,Sunderland,5,£4.4
Bridcutt,Sunderland,0,£4.4
Grimes,Swansea,0,£4.4
Watson,Watford,3,£4.4
Dyer,Watford,0,£4.4
,,,
,,,
,,,
forwards,,,
Player,,,
Agüero,Man City,11,£13.2
Costa,Chelsea,16,£11.1
Sturridge,Liverpool,0,£10.5
Rooney,Man Utd,11,£10.4
Kane,Spurs,8,£9.4
Giroud,Arsenal,12,£9.0
Benteke,Liverpool,15,£8.5
Lukaku,Everton,22,£8.2
Bony,Man City,7,£8.2
Pellè,Southampton,17,£8.0
Son,Spurs,0,£8.0
N'Jie,Spurs,0,£7.5
Welbeck,Arsenal,0,£7.4
Gomis,Swansea,25,£7.3
Remy,Chelsea,0,£7.2
Falcao,Chelsea,9,£7.2
Ings,Liverpool,0,£7.2
Rondón,West Brom,13,£7.0
Rodriguez,Southampton,5,£6.8
Diouf,Stoke,19,£6.6
Cissé,Newcastle,12,£6.5
Carroll,West Ham,0,£6.5
Sakho,West Ham,15,£6.5
Berahino,West Brom,4,£6.4
Mitrovic,Newcastle,0,£6.3
Gestede,Aston Villa,10,£6.0
Vardy,Leicester,19,£6.0
Okazaki,Leicester,11,£6.0
Hernández,Man Utd,1,£6.0
Long,Southampton,9,£6.0
Joselu,Stoke,5,£5.9
Valencia,West Ham,0,£5.9
Ayew,Aston Villa,2,£5.8
Murray,Crystal Palace,3,£5.8
Wickham,Crystal Palace,5,£5.8
Adebayor,Spurs,0,£5.8
Crouch,Stoke,0,£5.8
Lambert,West Brom,7,£5.8
Wilson,Bournemouth,28,£5.7
Bamford,Crystal Palace,1,£5.7
Kramaric,Leicester,0,£5.7
Origi,Liverpool,0,£5.7
Juanmi,Southampton,1,£5.7
Ulloa,Leicester,1,£5.6
Defoe,Sunderland,18,£5.6
Player,Team,Points,Cost
Kenedy,Chelsea,1,£5.5
Rivière,Newcastle,0,£5.5
Zárate,West Ham,10,£5.5
Campbell,Crystal Palace,0,£5.4
Borini,Liverpool,0,£5.4
Bojan,Stoke,0,£5.4
Deeney,Watford,10,£5.4
Naismith,Everton,4,£5.3
Eder,Swansea,3,£5.3
Ideye,West Brom,0,£5.3
Gayle,Crystal Palace,1,£5.2
Ayoze,Newcastle,3,£5.2
Koné,Everton,20,£5.1
Campbell,Arsenal,0,£5.0
Agbonlahor,Aston Villa,6,£5.0
Fletcher,Sunderland,10,£5.0
Ighalo,Watford,12,£5.0
Tomlin,Bournemouth,2,£4.9
Chamakh,Crystal Palace,0,£4.9
Iheanacho,Man City,1,£4.9
Pozo,Man City,0,£4.9
Jerome,Norwich,7,£4.9
Anichebe,West Brom,1,£4.9
Kermorgant,Bournemouth,1,£4.8
Wilson,Man Utd,0,£4.8
Vydra,Watford,0,£4.8
Kozák,Aston Villa,0,£4.7
van Wolfswinkel,Norwich,0,£4.7
McAleny,Everton,0,£4.5
Lawrence,Leicester,0,£4.5
Dodoo,Leicester,1,£4.5
Armstrong,Newcastle,0,£4.5
Grabban,Norwich,2,£4.5
Lafferty,Norwich,0,£4.5
Mayuka,Southampton,0,£4.5
Watmore,Sunderland,6,£4.5
Gooch,Sunderland,0,£4.5
Graham,Sunderland,7,£4.5
Lee,West Ham,0,£4.5
Hepburn-Murphy,Aston Villa,0,£4.4
Rantie,Bournemouth,0,£4.4
Hooper,Norwich,2,£4.4
Emnes,Swansea,0,£4.4
Barrow,Swansea,0,£4.4
Forestieri,Watford,0,£4.4
Samaras,West Brom,0,£4.4
