goalkeepers,,,
Player,Team,Points,Cost
O'Kane,Bournemouth,4,£4.5
MacDonald,Bournemouth,0,£4.5
Gosling,Bournemouth,3,£4.5
Mikel,Chelsea,1,£4.5
Mutch,Crystal Palace,4,£4.5
Williams,Crystal Palace,0,£4.5
Barry,Everton,7,£4.5
Gibson,Everton,0,£4.5
Besic,Everton,0,£4.5
Oviedo,Everton,1,£4.5
King,Leicester,5,£4.5
Drinkwater,Leicester,7,£4.5
Hammond,Leicester,0,£4.5
James,Leicester,0,£4.5
Rossiter,Liverpool,1,£4.5
Obertan,Newcastle,9,£4.5
Tioté,Newcastle,2,£4.5
Anita,Newcastle,7,£4.5
Tettey,Norwich,2,£4.5
O'Neil,Norwich,2,£4.5
Oriol Romeu,Southampton,2,£4.5
Wanyama,Southampton,6,£4.5
Reed,Southampton,0,£4.5
Onomah,Spurs,0,£4.5
Whelan,Stoke,5,£4.5
Sidwell,Stoke,1,£4.5
Cattermole,Sunderland,4,£4.5
Britton,Swansea,1,£4.5
Fulton,Swansea,0,£4.5
Anya,Watford,8,£4.5
Murray,Watford,0,£4.5
Behrami,Watford,8,£4.5
Fletcher,West Brom,6,£4.5
Yacob,West Brom,5,£4.5
Samuelsen,West Ham,0,£4.5
Cullen,West Ham,0,£4.5
Stanislas,Bournemouth,0,£4.4
Bannan,Crystal Palace,0,£4.4
Lee Chung-yong,Crystal Palace,1,£4.4
Guédioura,Crystal Palace,0,£4.4
Lucas,Liverpool,3,£4.4
Roberts,Man City,0,£4.4
Elliott Bennett,Norwich,0,£4.4
Mulumbu,Norwich,0,£4.4
Andreu,Norwich,0,£4.4
Bentaleb,Spurs,3,£4.4
Moha,Stoke,0,£4.4
Bridcutt,Sunderland,0,£4.4
Grimes,Swansea,0,£4.4
Watson,Watford,2,£4.4
Dyer,Watford,0,£4.4
,,,
,,,
,,,
forwards,,,
Player,Team,Points,Cost
Agüero,Man City,9,£13.2
Costa,Chelsea,14,£11.0
Sturridge,Liverpool,0,£10.5
Rooney,Man Utd,9,£10.4
Kane,Spurs,6,£9.4
Giroud,Arsenal,11,£9.0
Benteke,Liverpool,13,£8.5
Bony,Man City,7,£8.3
Lukaku,Everton,20,£8.1
Pellè,Southampton,8,£8.0
Welbeck,Arsenal,0,£7.5
N'Jie,Spurs,0,£7.5
Remy,Chelsea,0,£7.3
Ings,Liverpool,0,£7.3
Falcao,Chelsea,3,£7.2
Gomis,Swansea,18,£7.2
Rondón,West Brom,6,£7.0
Balotelli,Liverpool,0,£6.9
Rodriguez,Southampton,4,£6.9
Cissé,Newcastle,11,£6.5
Diouf,Stoke,17,£6.5
Carroll,West Ham,0,£6.5
Sakho,West Ham,9,£6.5
Berahino,West Brom,4,£6.4
Mitrovic,Newcastle,2,£6.3
Gestede,Aston Villa,8,£6.0
Vardy,Leicester,11,£6.0
Okazaki,Leicester,10,£6.0
Hernández,Man Utd,1,£6.0
Long,Southampton,9,£6.0
Ayew,Aston Villa,2,£5.9
Murray,Crystal Palace,3,£5.9
Wickham,Crystal Palace,3,£5.9
Adebayor,Spurs,0,£5.9
Crouch,Stoke,0,£5.9
Joselu,Stoke,5,£5.9
Lambert,West Brom,4,£5.9
Valencia,West Ham,0,£5.9
Bamford,Crystal Palace,1,£5.8
Kramaric,Leicester,0,£5.8
Origi,Liverpool,0,£5.8
Juanmi,Southampton,0,£5.8
Ulloa,Leicester,1,£5.7
Zárate,West Ham,10,£5.6
,,,
,,,
,,,
,,,
Player,Team,Points,Cost
Wilson,Bournemouth,21,£5.5
Rivière,Newcastle,0,£5.5
Defoe,Sunderland,16,£5.5
Deeney,Watford,8,£5.5
Campbell,Crystal Palace,0,£5.4
Naismith,Everton,3,£5.4
Borini,Liverpool,0,£5.4
Bojan,Stoke,0,£5.4
Eder,Swansea,2,£5.4
Ideye,West Brom,0,£5.4
Gayle,Crystal Palace,1,£5.3
Ayoze,Newcastle,2,£5.3
Koné,Everton,18,£5.1
Agbonlahor,Aston Villa,6,£5.0
Tomlin,Bournemouth,0,£5.0
Iheanacho,Man City,0,£5.0
Jerome,Norwich,5,£5.0
Fletcher,Sunderland,9,£5.0
Ighalo,Watford,10,£5.0
Kermorgant,Bournemouth,1,£4.9
Chamakh,Crystal Palace,0,£4.9
Pozo,Man City,0,£4.9
Wilson,Man Utd,0,£4.9
Vydra,Watford,0,£4.9
Anichebe,West Brom,1,£4.9
Kozák,Aston Villa,0,£4.8
van Wolfswinkel,Norwich,0,£4.8
Hepburn-Murphy,Aston Villa,0,£4.5
McAleny,Everton,0,£4.5
Lawrence,Leicester,0,£4.5
Armstrong,Newcastle,0,£4.5
Grabban,Norwich,2,£4.5
Hooper,Norwich,1,£4.5
Lafferty,Norwich,0,£4.5
Mayuka,Southampton,0,£4.5
Watmore,Sunderland,6,£4.5
Graham,Sunderland,3,£4.5
Emnes,Swansea,0,£4.5
Samaras,West Brom,0,£4.5
Lee,West Ham,0,£4.5
Maiga,West Ham,7,£4.5
Rantie,Bournemouth,0,£4.4
Barrow,Swansea,0,£4.4
Forestieri,Watford,0,£4.4
