goalkeepers,,,
Player,Team,Points,Cost
Vorm,Spurs,2,£4.2
Nordfeldt,Swansea,0,£4.2
Ruddy,Norwich,37,£4.1
Davis K,Southampton,2,£4.1
Macey,Arsenal,0,£4.0
Stanek,Everton,0,£4.0
Hamer,Leicester,0,£4.0
Ward,Liverpool,0,£4.0
Woodman,Newcastle,0,£4.0
Elliot,Newcastle,57,£4.0
Kean,Norwich,0,£4.0
Gilmartin,Watford,0,£4.0
Spiegel,West Ham,0,£4.0
Maddison,Leicester,0,£3.9
Darlow,Newcastle,3,£3.9
Rudd,Norwich,29,£3.9
Pickford,Sunderland,2,£3.9
Rose,West Brom,0,£3.9
McCarthy,Crystal Palace,18,£3.8
Schwarzer,Leicester,0,£3.8
,,,
,,,
,,,
defenders,,,
Player,Team,Points,Cost
Smalling,Man Utd,100,£6.7
Terry,Chelsea,57,£6.6
Ivanovic,Chelsea,84,£6.6
Otamendi,Man City,70,£6.5
Koscielny,Arsenal,103,£6.3
Alderweireld,Spurs,116,£6.3
Bellerín,Arsenal,103,£6.1
Cahill,Chelsea,34,£6.1
Baines,Everton,28,£6.1
Kolarov,Man City,87,£6.1
Kompany,Man City,59,£6.1
Monreal,Arsenal,103,£5.9
Dann,Crystal Palace,106,£5.9
Azpilicueta,Chelsea,92,£5.8
Coleman,Everton,72,£5.8
Zabaleta,Man City,10,£5.7
Sagna,Man City,99,£5.7
Cresswell,West Ham,96,£5.6
Funes Mori,Everton,61,£5.5
van Dijk,Southampton,104,£5.5
Vertonghen,Spurs,72,£5.5
Baba Rahman,Chelsea,11,£5.4
Stones,Everton,56,£5.4
Skrtel,Liverpool,53,£5.4
Darmian,Man Utd,73,£5.4
Fonte,Southampton,108,£5.4
Zouma,Chelsea,81,£5.3
Clichy,Man City,29,£5.3
Demichelis,Man City,28,£5.3
Mangala,Man City,39,£5.3
Shaw,Man Utd,27,£5.3
Bertrand,Southampton,80,£5.3
Dier,Spurs,94,£5.3
Mertesacker,Arsenal,55,£5.2
Gibbs,Arsenal,24,£5.2
Caulker,Liverpool,12,£5.2
Clyne,Liverpool,74,£5.2
Johnson,Stoke,92,£5.2
Jagielka,Everton,50,£5.1
Valencia,Man Utd,17,£5.1
Rose,Spurs,64,£5.1
Walker,Spurs,82,£5.1
Dawson,West Brom,93,£5.1
Rojo,Man Utd,31,£5.0
Pieters,Stoke,80,£5.0
Tomkins,West Ham,67,£5.0
Mbemba,Newcastle,51,£4.9
Trippier,Spurs,24,£4.9
McAuley,West Brom,72,£4.9
Jenkinson,West Ham,28,£4.9
Byram,West Ham,2,£4.9
Ogbonna,West Ham,48,£4.9
Amavi,Aston Villa,32,£4.8
Fuchs,Leicester,87,£4.8
Lovren,Liverpool,50,£4.8
Moreno,Liverpool,64,£4.8
Jones,Man Utd,31,£4.8
Janmaat,Newcastle,59,£4.8
Cédric,Southampton,77,£4.8
Shawcross,Stoke,44,£4.8
Williams,Swansea,85,£4.8
Taylor,Swansea,73,£4.8
Fernández,Swansea,62,£4.8
Reid,West Ham,45,£4.8
Bacuna,Aston Villa,42,£4.7
Daniels,Bournemouth,97,£4.7
Schlupp,Leicester,26,£4.7
Sakho,Liverpool,45,£4.7
van Aanholt,Sunderland,80,£4.7
Nyom,Watford,80,£4.7
Evans,West Brom,74,£4.7
Chambers,Arsenal,22,£4.6
Lescott,Aston Villa,69,£4.6
Wimmer,Spurs,15,£4.6
Naughton,Swansea,53,£4.6
Cathcart,Watford,86,£4.6
Cissokho,Aston Villa,24,£4.5
Miazga,Chelsea,0,£4.5
Ward,Crystal Palace,64,£4.5
Huth,Leicester,92,£4.5
Stewart,Liverpool,0,£4.5
Love,Man Utd,1,£4.5
McNair,Man Utd,8,£4.5
Coloccini,Newcastle,54,£4.5
Wollscheid,Stoke,73,£4.5
Teixeira,Stoke,1,£4.5
Britos,Watford,40,£4.5
Chester,West Brom,8,£4.5
Okore,Aston Villa,27,£4.4
Richards,Aston Villa,48,£4.4
Delaney,Crystal Palace,62,£4.4
Touré,Liverpool,21,£4.4
,,,
,,,
,,,
Player,Team,Points,Cost
Ilori,Liverpool,0,£4.4
Flanagan,Liverpool,0,£4.4
Olsson,Norwich,27,£4.4
Gardos,Southampton,0,£4.4
Wilson,Stoke,4,£4.4
Yedlin,Sunderland,26,£4.4
Amat,Swansea,9,£4.4
Aké,Watford,57,£4.4
O'Brien,West Ham,0,£4.4
Gabriel,Arsenal,55,£4.3
Clark,Aston Villa,17,£4.3
Souaré,Crystal Palace,59,£4.3
Morgan,Leicester,74,£4.3
Gomez,Liverpool,23,£4.3
Dummett,Newcastle,43,£4.3
Pinto,Norwich,1,£4.3
Klose,Norwich,2,£4.3
O'Shea,Sunderland,34,£4.3
Kirchhoff,Sunderland,5,£4.3
Koné,Sunderland,5,£4.3
Olsson,West Brom,54,£4.3
Collins,West Ham,39,£4.3
Francis,Bournemouth,57,£4.2
Cook,Bournemouth,64,£4.2
Elphick,Bournemouth,8,£4.2
Simpson,Leicester,71,£4.2
José Enrique,Liverpool,0,£4.2
Varela,Man Utd,2,£4.2
Haidara,Newcastle,17,£4.2
Lascelles,Newcastle,7,£4.2
Bassong,Norwich,50,£4.2
Martin,Norwich,48,£4.2
Wisdom,Norwich,16,£4.2
Cameron,Stoke,44,£4.2
Muniesa,Stoke,10,£4.2
Bardsley,Stoke,2,£4.2
Kaboul,Sunderland,32,£4.2
Jones,Sunderland,44,£4.2
Brown,Sunderland,5,£4.2
Matthews,Sunderland,1,£4.2
Bartley,Swansea,4,£4.2
Prödl,Watford,35,£4.2
Paredes,Watford,20,£4.2
Pocognoli,West Brom,0,£4.2
Richardson,Aston Villa,9,£4.1
Hutton,Aston Villa,22,£4.1
Smith,Bournemouth,65,£4.1
Mings,Bournemouth,1,£4.1
Kelly,Crystal Palace,25,£4.1
Borthwick-Jackson,Man Utd,24,£4.1
Mbabu,Newcastle,2,£4.1
Martina,Southampton,19,£4.1
Davies,Spurs,49,£4.1
Rangel,Swansea,30,£4.1
Mason,Aston Villa,0,£4.0
Distin,Bournemouth,16,£4.0
Wiggins,Bournemouth,0,£4.0
Croll,Crystal Palace,0,£4.0
Hangeland,Crystal Palace,25,£4.0
Pennington,Everton,0,£4.0
Holgate,Everton,0,£4.0
Chilwell,Leicester,0,£4.0
Wasilewski,Leicester,-1,£4.0
Randall,Liverpool,0,£4.0
Smith,Liverpool,1,£4.0
Humphreys-Grant,Man City,0,£4.0
Angelino,Man City,0,£4.0
Tuanzebe,Man Utd,0,£4.0
Sterry,Newcastle,0,£4.0
Gibson,Newcastle,0,£4.0
Williams,Newcastle,0,£4.0
Whittaker,Norwich,10,£4.0
Yoshida,Southampton,48,£4.0
Roberge,Sunderland,0,£4.0
Beadling,Sunderland,0,£4.0
Kingsley,Swansea,0,£4.0
Holebas,Watford,10,£4.0
Henry,West Ham,0,£4.0
Hendrie,West Ham,0,£4.0
Kinsella,Aston Villa,0,£3.9
Galloway,Everton,39,£3.9
Hibbert,Everton,0,£3.9
Ryan Bennett,Norwich,33,£3.9
Targett,Southampton,57,£3.9
Ekstrand,Watford,0,£3.9
Browning,Everton,9,£3.8
Moore,Leicester,0,£3.8
Steven Taylor,Newcastle,14,£3.8
Hoban,Watford,0,£3.8
Gamboa,West Brom,0,£3.8
Mariappa,Crystal Palace,2,£3.7
Oxford,West Ham,8,£3.7
,,,
,,,
,,,
,,,
midfielders,,,
Player,Team,Points,Cost
Sánchez,Arsenal,85,£11.0
Hazard,Chelsea,56,£10.8
De Bruyne,Man City,105,£10.3
Özil,Arsenal,156,£9.9
Silva,Man City,73,£9.9
Pedro,Chelsea,80,£8.8
Sterling,Man City,83,£8.5
Yaya Touré,Man City,106,£8.5
Eriksen,Spurs,123,£8.5
Fàbregas,Chelsea,74,£8.4
Firmino,Liverpool,108,£8.2
Payet,West Ham,108,£8.2
Walcott,Arsenal,71,£8.1
Oscar,Chelsea,58,£8.1
Mata,Man Utd,96,£8.1
Ramsey,Arsenal,89,£8.0
Coutinho,Liverpool,97,£8.0
Cazorla,Arsenal,41,£7.9
Depay,Man Utd,47,£7.8
Barkley,Everton,135,£7.4
Mané,Southampton,92,£7.4
Lallana,Liverpool,68,£7.3
Mahrez,Leicester,184,£7.2
Sigurdsson,Swansea,99,£7.1
Willian,Chelsea,107,£7.0
Wijnaldum,Newcastle,123,£7.0
Mirallas,Everton,25,£6.8
Nasri,Man City,15,£6.8
Lamela,Spurs,73,£6.8
Ayew,Swansea,121,£6.8
Tadic,Southampton,100,£6.7
Schweinsteiger,Man Utd,42,£6.6
Chadli,Spurs,48,£6.6
Henderson,Liverpool,50,£6.5
Milner,Liverpool,86,£6.5
Herrera,Man Utd,53,£6.5
Cabaye,Crystal Palace,86,£6.4
Shaqiri,Stoke,67,£6.4
Arnautovic,Stoke,108,£6.4
Fellaini,Man Utd,38,£6.2
Navas,Man City,60,£6.1
Toivonen,Sunderland,24,£6.1
Bolasie,Crystal Palace,61,£6.0
Deulofeu,Everton,74,£6.0
de Jong,Newcastle,20,£6.0
Alli,Spurs,115,£6.0
Khazri,Sunderland,20,£6.0
Lens,Sunderland,43,£6.0
Wilshere,Arsenal,0,£5.8
Townsend,Newcastle,15,£5.8
Johnson,Sunderland,58,£5.8
Gradel,Bournemouth,16,£5.7
Veretout,Aston Villa,58,£5.6
Lennon,Everton,46,£5.6
Fernandinho,Man City,65,£5.6
Young,Man Utd,34,£5.6
Sissoko,Newcastle,69,£5.6
Walters,Stoke,64,£5.6
Chamberlain,Arsenal,44,£5.5
Puncheon,Crystal Palace,60,£5.5
Januzaj,Man Utd,10,£5.5
Gouffran,Newcastle,8,£5.5
Ward-Prowse,Southampton,69,£5.5
Adam,Stoke,26,£5.5
Berghuis,Watford,5,£5.5
Elneny,Arsenal,0,£5.4
Traore,Chelsea,7,£5.4
Delph,Man City,30,£5.4
Brady,Norwich,79,£5.4
Noble,West Ham,79,£5.4
Traoré,Aston Villa,14,£5.3
Ritchie,Bournemouth,77,£5.3
Zaha,Crystal Palace,69,£5.3
Can,Liverpool,55,£5.3
Shelvey,Newcastle,58,£5.3
Jurado,Watford,51,£5.3
Antonio,West Ham,65,£5.3
Grealish,Aston Villa,24,£5.2
Iturbe,Bournemouth,2,£5.2
Blind,Man Utd,68,£5.2
Colback,Newcastle,31,£5.2
Clasie,Southampton,29,£5.2
Dembélé,Spurs,64,£5.2
Montero,Swansea,35,£5.2
Kouyaté,West Ham,75,£5.2
Cleverley,Everton,55,£5.1
Schneiderlin,Man Utd,47,£5.1
Afellay,Stoke,53,£5.1
Routledge,Swansea,31,£5.1
Sessegnon,West Brom,44,£5.1
Gardner,West Brom,43,£5.1
Brunt,West Brom,52,£5.1
Sako,Crystal Palace,39,£5.0
McArthur,Crystal Palace,66,£5.0
Kanté,Leicester,76,£5.0
Sheyi Ojo,Liverpool,0,£5.0
Redmond,Norwich,73,£5.0
Imbula,Stoke,11,£5.0
Larsson,Sunderland,13,£5.0
Ki Sung-yueng,Swansea,46,£5.0
Fer,Swansea,0,£5.0
Lanzini,West Ham,56,£5.0
Rosicky,Arsenal,0,£4.9
Albrighton,Leicester,87,£4.9
Allen,Liverpool,15,£4.9
Fernando,Man City,25,£4.9
Saivet,Newcastle,4,£4.9
Howson,Norwich,79,£4.9
Odjidja-Ofoe,Norwich,16,£4.9
Mason,Spurs,23,£4.9
M'Vila,Sunderland,78,£4.9
Song,West Ham,22,£4.9
Moses,West Ham,39,£4.9
,,,
,,,
,,,
,,,
Player,Team,Points,Cost
Adelaide,Arsenal,0,£4.8
Pienaar,Everton,4,£4.8
Gray,Leicester,5,£4.8
Carrick,Man Utd,32,£4.8
Davis,Southampton,70,£4.8
Rodwell,Sunderland,19,£4.8
Capoue,Watford,61,£4.8
Amrabat,Watford,3,£4.8
Pritchard,West Brom,2,£4.8
Obiang,West Ham,26,£4.8
Arteta,Arsenal,6,£4.7
Arter,Bournemouth,32,£4.7
Hoolahan,Norwich,91,£4.7
Hesketh,Southampton,0,£4.7
Carroll,Spurs,23,£4.7
Odemwingie,Stoke,5,£4.7
Abdi,Watford,51,£4.7
McClean,West Brom,55,£4.7
Carles Gil,Aston Villa,46,£4.6
Gueye,Aston Villa,49,£4.6
Pugh,Bournemouth,44,£4.6
Matic,Chelsea,50,£4.6
Loftus-Cheek,Chelsea,5,£4.6
Jedinak,Crystal Palace,18,£4.6
Ledley,Crystal Palace,18,£4.6
McCarthy,Everton,44,£4.6
Dyer,Leicester,19,£4.6
Pereira,Man Utd,3,£4.6
Jarvis,Norwich,23,£4.6
Ireland,Stoke,11,£4.6
Cork,Swansea,38,£4.6
Iwobi,Arsenal,4,£4.5
N'Zogbia,Aston Villa,2,£4.5
Lyden,Aston Villa,1,£4.5
Davis,Aston Villa,0,£4.5
Dymond,Crystal Palace,0,£4.5
Boateng,Crystal Palace,1,£4.5
Kaikai,Crystal Palace,0,£4.5
Amartey,Leicester,0,£4.5
Drinkwater,Leicester,78,£4.5
Teixeira,Liverpool,1,£4.5
Brannagan,Liverpool,0,£4.5
Ibe,Liverpool,36,£4.5
Manu García,Man City,0,£4.5
Evans,Man City,0,£4.5
Barker,Man City,0,£4.5
Celina,Man City,4,£4.5
Garcia,Man City,0,£4.5
Goss,Man Utd,0,£4.5
Weir,Man Utd,0,£4.5
Aarons,Newcastle,10,£4.5
Marveaux,Newcastle,0,£4.5
Winks,Spurs,0,£4.5
Honeyman,Sunderland,0,£4.5
Lucas,Swansea,0,£4.5
Suárez,Watford,2,£4.5
Gnabry,West Brom,1,£4.5
Sandro,West Brom,4,£4.5
Morrison,West Brom,60,£4.5
Browne,West Ham,0,£4.5
Flamini,Arsenal,28,£4.4
King,Bournemouth,44,£4.4
Gosling,Bournemouth,74,£4.4
Osman,Everton,8,£4.4
Gibson,Everton,4,£4.4
Besic,Everton,8,£4.4
Inler,Leicester,8,£4.4
James,Leicester,0,£4.4
Rossiter,Liverpool,1,£4.4
Horsfield,Man City,0,£4.4
Tioté,Newcastle,19,£4.4
Dorrans,Norwich,30,£4.4
Murray,Watford,0,£4.4
Yacob,West Brom,47,£4.4
Cullen,West Ham,1,£4.4
Sánchez,Aston Villa,26,£4.3
Surman,Bournemouth,62,£4.3
MacDonald,Bournemouth,2,£4.3
Lee Chung-yong,Crystal Palace,20,£4.3
Lucas,Liverpool,32,£4.3
Lingard,Man Utd,50,£4.3
Anita,Newcastle,35,£4.3
Mulumbu,Norwich,11,£4.3
Onomah,Spurs,6,£4.3
Whelan,Stoke,55,£4.3
Cattermole,Sunderland,34,£4.3
Fulton,Swansea,0,£4.3
Watson,Watford,59,£4.3
Behrami,Watford,28,£4.3
Fletcher,West Brom,74,£4.3
McManaman,West Brom,18,£4.3
Coquelin,Arsenal,26,£4.2
Sinclair,Aston Villa,41,£4.2
Westwood,Aston Villa,41,£4.2
Stanislas,Bournemouth,58,£4.2
Mikel,Chelsea,25,£4.2
Barry,Everton,63,£4.2
Oviedo,Everton,18,£4.2
King,Leicester,23,£4.2
Obertan,Newcastle,11,£4.2
Tettey,Norwich,50,£4.2
O'Neil,Norwich,19,£4.2
Andreu,Norwich,0,£4.2
Oriol Romeu,Southampton,30,£4.2
Wanyama,Southampton,41,£4.2
Reed,Southampton,1,£4.2
Bentaleb,Spurs,6,£4.2
Moha,Stoke,0,£4.2
Britton,Swansea,30,£4.2
Grimes,Swansea,3,£4.2
Guédioura,Watford,10,£4.2
O'Kane,Bournemouth,19,£4.1
Mutch,Crystal Palace,17,£4.1
Anya,Watford,43,£4.1
,,,
,,,
,,,
,,,
forwards,,,
Player,Team,Points,Cost
Agüero,Man City,108,£13.6
Costa,Chelsea,102,£10.6
Kane,Spurs,137,£10.1
Rooney,Man Utd,94,£10.0
Sturridge,Liverpool,25,£9.9
Giroud,Arsenal,110,£9.0
Lukaku,Everton,153,£8.9
Benteke,Liverpool,75,£8.1
Bony,Man City,46,£7.9
Pellè,Southampton,77,£7.8
Martial,Man Utd,92,£7.6
Son,Spurs,43,£7.6
Vardy,Leicester,163,£7.4
Welbeck,Arsenal,6,£7.3
N'Jie,Spurs,11,£7.2
Remy,Chelsea,20,£7.1
Pato,Chelsea,0,£7.0
Niasse,Everton,0,£7.0
Austin,Southampton,10,£7.0
Falcao,Chelsea,14,£6.9
Ings,Liverpool,20,£6.9
Doumbia,Newcastle,1,£6.5
Rondón,West Brom,70,£6.5
Rodriguez,Southampton,10,£6.4
Gomis,Swansea,59,£6.3
Carroll,West Ham,39,£6.3
Mitrovic,Newcastle,64,£6.2
Cissé,Newcastle,29,£6.2
Diouf,Stoke,40,£6.2
Ighalo,Watford,151,£6.2
Sakho,West Ham,42,£6.2
Afobe,Bournemouth,29,£6.1
Paloschi,Swansea,5,£6.0
Valencia,West Ham,49,£5.9
Adebayor,Crystal Palace,10,£5.8
Berahino,West Brom,49,£5.8
Long,Southampton,60,£5.7
Okazaki,Leicester,60,£5.6
Crouch,Stoke,7,£5.6
Gestede,Aston Villa,54,£5.5
Wickham,Crystal Palace,35,£5.5
Joselu,Stoke,38,£5.5
Oularé,Watford,1,£5.5
Jelavic,West Ham,25,£5.5
Ayew,Aston Villa,54,£5.4
,,,
,,,
,,,
Player,Team,Points,Cost
Murray,Bournemouth,35,£5.4
Campbell,Crystal Palace,11,£5.4
Origi,Liverpool,20,£5.4
Rivière,Newcastle,1,£5.4
Borini,Sunderland,39,£5.4
Wilson,Bournemouth,38,£5.3
Bamford,Norwich,7,£5.3
Juanmi,Southampton,11,£5.3
Lambert,West Brom,30,£5.3
Kenedy,Chelsea,8,£5.2
Ulloa,Leicester,39,£5.2
Mbokani,Norwich,50,£5.2
Deeney,Watford,116,£5.2
Gayle,Crystal Palace,9,£5.1
Ayoze,Newcastle,72,£5.1
Defoe,Sunderland,85,£5.1
Campbell,Arsenal,38,£5.0
Naismith,Norwich,47,£5.0
Emenike,West Ham,2,£5.0
Bojan,Stoke,70,£4.9
Iheanacho,Man City,38,£4.8
N'Doye,Sunderland,4,£4.8
Agbonlahor,Aston Villa,30,£4.7
Chamakh,Crystal Palace,9,£4.7
Butcher,Bournemouth,0,£4.5
Koné,Everton,73,£4.5
Sinclair,Liverpool,0,£4.5
Rashford,Man Utd,0,£4.5
Keane,Man Utd,1,£4.5
Barlaser,Newcastle,0,£4.5
Jerome,Norwich,58,£4.5
Seager,Southampton,0,£4.5
Roberts,West Brom,0,£4.5
Anichebe,West Brom,10,£4.5
Parfitt-Williams,West Ham,0,£4.5
Kozák,Aston Villa,7,£4.4
Rodríguez,Everton,0,£4.4
Dodoo,Leicester,1,£4.4
Gooch,Sunderland,0,£4.4
Lafferty,Norwich,1,£4.3
Barrow,Swansea,20,£4.3
Grabban,Bournemouth,16,£4.2
Toney,Newcastle,2,£4.2
Watmore,Sunderland,31,£4.2
Hepburn-Murphy,Aston Villa,0,£4.1
Emnes,Swansea,1,£4.1
