goalkeepers,,,
Player,Team,Points,Cost
Wilshere,Arsenal,0,£5.8
Townsend,Newcastle,18,£5.8
Gradel,Bournemouth,38,£5.7
Deulofeu,Everton,75,£5.7
Veretout,Aston Villa,69,£5.6
Lennon,Everton,66,£5.6
Fernandinho,Man City,74,£5.6
Young,Man Utd,34,£5.6
Sissoko,Newcastle,77,£5.6
Walters,Stoke,83,£5.6
Chamberlain,Arsenal,44,£5.5
Puncheon,Crystal Palace,60,£5.5
Januzaj,Man Utd,10,£5.5
Gouffran,Newcastle,11,£5.5
Ward-Prowse,Southampton,75,£5.5
Adam,Stoke,26,£5.5
Berghuis,Watford,5,£5.5
Ritchie,Bournemouth,103,£5.4
Traore,Chelsea,21,£5.4
Delph,Man City,30,£5.4
Brady,Norwich,95,£5.4
Antonio,West Ham,94,£5.4
Noble,West Ham,92,£5.4
Traoré,Aston Villa,14,£5.3
Can,Liverpool,63,£5.3
Shelvey,Newcastle,70,£5.3
Jurado,Watford,52,£5.3
Elneny,Arsenal,5,£5.2
Grealish,Aston Villa,24,£5.2
Zaha,Crystal Palace,77,£5.2
Blind,Man Utd,78,£5.2
Colback,Newcastle,38,£5.2
Clasie,Southampton,35,£5.2
Kouyaté,West Ham,84,£5.2
Cleverley,Everton,57,£5.1
Dembélé,Spurs,74,£5.1
Afellay,Stoke,71,£5.1
Routledge,Swansea,41,£5.1
Montero,Swansea,35,£5.1
Sessegnon,West Brom,55,£5.1
Gardner,West Brom,68,£5.1
Brunt,West Brom,53,£5.1
Sako,Crystal Palace,42,£5.0
Kanté,Leicester,88,£5.0
Sheyi Ojo,Liverpool,1,£5.0
Schneiderlin,Man Utd,56,£5.0
Redmond,Norwich,86,£5.0
Imbula,Stoke,24,£5.0
Larsson,Sunderland,14,£5.0
Ki Sung-yueng,Swansea,51,£5.0
Rosicky,Arsenal,0,£4.9
McArthur,Crystal Palace,66,£4.9
Albrighton,Leicester,99,£4.9
Allen,Liverpool,18,£4.9
Fernando,Man City,33,£4.9
Howson,Norwich,88,£4.9
Odjidja-Ofoe,Norwich,16,£4.9
Mason,Spurs,29,£4.9
Lanzini,West Ham,73,£4.9
Moses,West Ham,40,£4.9
Adelaide,Arsenal,0,£4.8
Iturbe,Bournemouth,2,£4.8
Pienaar,Everton,4,£4.8
Carrick,Man Utd,38,£4.8
Davis,Southampton,81,£4.8
M'Vila,Sunderland,86,£4.8
,,,
,,,
,,,
,,,
Player,Team,Points,Cost
Rodwell,Sunderland,25,£4.8
Fer,Swansea,15,£4.8
Capoue,Watford,67,£4.8
Song,West Ham,23,£4.8
Obiang,West Ham,33,£4.8
Arteta,Arsenal,6,£4.7
Arter,Bournemouth,39,£4.7
Hoolahan,Norwich,101,£4.7
Hesketh,Southampton,0,£4.7
Carroll,Spurs,26,£4.7
Abdi,Watford,56,£4.7
McClean,West Brom,59,£4.7
Carles Gil,Aston Villa,51,£4.6
Gueye,Aston Villa,57,£4.6
Pugh,Bournemouth,51,£4.6
Matic,Chelsea,59,£4.6
Loftus-Cheek,Chelsea,10,£4.6
Jedinak,Crystal Palace,25,£4.6
Ledley,Crystal Palace,32,£4.6
McCarthy,Everton,50,£4.6
Dyer,Leicester,19,£4.6
Drinkwater,Leicester,99,£4.6
Jarvis,Norwich,33,£4.6
Ireland,Stoke,13,£4.6
Cork,Swansea,58,£4.6
Pritchard,West Brom,3,£4.6
Gnabry,Arsenal,1,£4.5
Iwobi,Arsenal,13,£4.5
Lyden,Aston Villa,1,£4.5
Davis,Aston Villa,0,£4.5
Dymond,Crystal Palace,0,£4.5
Boateng,Crystal Palace,1,£4.5
Amartey,Leicester,5,£4.5
Teixeira,Liverpool,1,£4.5
Brannagan,Liverpool,0,£4.5
Manu García,Man City,1,£4.5
Evans,Man City,0,£4.5
Barker,Man City,0,£4.5
Aleix García,Man City,0,£4.5
Goss,Man Utd,0,£4.5
Weir,Man Utd,1,£4.5
Riley,Man Utd,0,£4.5
Rothwell,Man Utd,0,£4.5
Pereira,Man Utd,3,£4.5
Aarons,Newcastle,11,£4.5
Marveaux,Newcastle,0,£4.5
Saivet,Newcastle,4,£4.5
Winks,Spurs,0,£4.5
Honeyman,Sunderland,0,£4.5
Lucas,Swansea,0,£4.5
Amrabat,Watford,8,£4.5
Morrison,West Brom,60,£4.5
Browne,West Ham,0,£4.5
Dobson,West Ham,0,£4.5
Flamini,Arsenal,29,£4.4
N'Zogbia,Aston Villa,2,£4.4
Gosling,Bournemouth,77,£4.4
Osman,Everton,8,£4.4
Gibson,Everton,4,£4.4
Besic,Everton,10,£4.4
Gray,Leicester,6,£4.4
James,Leicester,0,£4.4
Rossiter,Liverpool,1,£4.4
Ibe,Liverpool,37,£4.4
Horsfield,Man City,0,£4.4
Tioté,Newcastle,19,£4.4
Dorrans,Norwich,31,£4.4
Murray,Watford,0,£4.4
Yacob,West Brom,55,£4.4
Cullen,West Ham,1,£4.4
Sánchez,Aston Villa,26,£4.3
King,Bournemouth,72,£4.3
Surman,Bournemouth,73,£4.3
Inler,Leicester,8,£4.3
Lucas,Liverpool,32,£4.3
Celina,Man City,4,£4.3
Lingard,Man Utd,61,£4.3
Mulumbu,Norwich,11,£4.3
Onomah,Spurs,7,£4.3
Whelan,Stoke,65,£4.3
Cattermole,Sunderland,38,£4.3
Fulton,Swansea,1,£4.3
Watson,Watford,65,£4.3
Sandro,West Brom,7,£4.3
Fletcher,West Brom,86,£4.3
McManaman,West Brom,18,£4.3
Coquelin,Arsenal,32,£4.2
Sinclair,Aston Villa,44,£4.2
Westwood,Aston Villa,51,£4.2
MacDonald,Bournemouth,2,£4.2
Mikel,Chelsea,32,£4.2
Lee Chung-yong,Crystal Palace,20,£4.2
Barry,Everton,66,£4.2
Oviedo,Everton,25,£4.2
Anita,Newcastle,39,£4.2
O'Neil,Norwich,26,£4.2
Andreu,Norwich,0,£4.2
Oriol Romeu,Southampton,40,£4.2
Wanyama,Southampton,42,£4.2
Reed,Southampton,1,£4.2
Bentaleb,Spurs,6,£4.2
Moha,Stoke,0,£4.2
Britton,Swansea,33,£4.2
Guédioura,Watford,10,£4.2
Suárez,Watford,8,£4.2
Behrami,Watford,33,£4.2
O'Kane,Bournemouth,21,£4.1
Mutch,Crystal Palace,22,£4.1
King,Leicester,38,£4.1
Obertan,Newcastle,11,£4.1
Tettey,Norwich,53,£4.1
Anya,Watford,49,£4.1
Stanislas,Bournemouth,59,£4.0
,,,
,,,
,,,
,,,
,,,
forwards,,,
Player,Team,Points,Cost
Agüero,Man City,125,£13.6
Costa,Chelsea,114,£10.6
Kane,Spurs,176,£10.4
Sturridge,Liverpool,32,£9.9
Rooney,Man Utd,94,£9.9
Lukaku,Everton,167,£8.9
Giroud,Arsenal,115,£8.8
Benteke,Liverpool,85,£8.0
Vardy,Leicester,182,£7.9
Bony,Man City,54,£7.9
Pellè,Southampton,109,£7.8
Martial,Man Utd,101,£7.6
Son,Spurs,47,£7.6
Welbeck,Arsenal,27,£7.3
N'Jie,Spurs,11,£7.2
Remy,Chelsea,23,£7.1
Falcao,Chelsea,14,£6.9
Pato,Chelsea,0,£6.9
Ings,Liverpool,20,£6.9
Rondón,West Brom,92,£6.6
Niasse,Everton,2,£6.5
Rodriguez,Southampton,10,£6.4
Austin,Southampton,13,£6.4
Gomis,Swansea,66,£6.3
Carroll,West Ham,48,£6.3
Mitrovic,Newcastle,74,£6.2
Cissé,Newcastle,30,£6.2
Diouf,Stoke,57,£6.2
Sakho,West Ham,53,£6.2
Afobe,Bournemouth,42,£5.9
Doumbia,Newcastle,3,£5.9
Paloschi,Swansea,14,£5.8
Ighalo,Watford,159,£5.8
Berahino,West Brom,62,£5.8
Adebayor,Crystal Palace,14,£5.7
Long,Southampton,76,£5.7
Okazaki,Leicester,76,£5.6
Crouch,Stoke,9,£5.6
Gestede,Aston Villa,68,£5.5
Wickham,Crystal Palace,61,£5.5
Joselu,Stoke,48,£5.5
Oularé,Watford,2,£5.5
Valencia,West Ham,51,£5.5
Ayew,Aston Villa,62,£5.4
Murray,Bournemouth,36,£5.4
Campbell,Crystal Palace,11,£5.4
,,,
,,,
Player,Team,Points,Cost
Origi,Liverpool,29,£5.4
Rivière,Newcastle,3,£5.4
Borini,Sunderland,50,£5.4
Wilson,Bournemouth,38,£5.3
Bamford,Norwich,13,£5.3
Juanmi,Southampton,12,£5.3
Lambert,West Brom,31,£5.3
Kenedy,Chelsea,19,£5.2
Ulloa,Leicester,48,£5.2
Mbokani,Norwich,56,£5.2
Deeney,Watford,130,£5.2
Gayle,Crystal Palace,12,£5.1
Ayoze,Newcastle,82,£5.1
Defoe,Sunderland,108,£5.1
Campbell,Arsenal,48,£5.0
Naismith,Norwich,51,£5.0
Emenike,West Ham,8,£5.0
Iheanacho,Man City,41,£4.8
Bojan,Stoke,74,£4.8
N'Doye,Sunderland,15,£4.8
Agbonlahor,Aston Villa,37,£4.7
Chamakh,Crystal Palace,9,£4.7
Butcher,Bournemouth,0,£4.5
Rashford,Man Utd,27,£4.5
Barlaser,Newcastle,0,£4.5
Jerome,Norwich,64,£4.5
Seager,Southampton,0,£4.5
Olomola,Southampton,0,£4.5
Mandron,Sunderland,0,£4.5
Roberts,West Brom,0,£4.5
Anichebe,West Brom,11,£4.5
Parfitt-Williams,West Ham,0,£4.5
Kozák,Aston Villa,7,£4.4
Green,Aston Villa,2,£4.4
Rodríguez,Everton,0,£4.4
Koné,Everton,73,£4.4
Dodoo,Leicester,1,£4.4
Sinclair,Liverpool,0,£4.4
Keane,Man Utd,1,£4.4
Gooch,Sunderland,0,£4.4
Lafferty,Norwich,1,£4.3
Barrow,Swansea,36,£4.3
Grabban,Bournemouth,19,£4.2
Toney,Newcastle,2,£4.2
Hepburn-Murphy,Aston Villa,0,£4.1
Watmore,Sunderland,31,£4.1
Emnes,Swansea,2,£4.1
