goalkeepers,,,
Player,Team,Points,Cost
Bigirimana,Newcastle,0,£4.5
Marveaux,Newcastle,0,£4.5
Dorrans,Norwich,20,£4.5
Isgrove,Southampton,0,£4.5
Winks,Spurs,0,£4.5
Lucas,Swansea,0,£4.5
Smith,Watford,0,£4.5
Flamini,Arsenal,15,£4.4
Sinclair,Aston Villa,36,£4.4
Gosling,Bournemouth,50,£4.4
Gibson,Everton,4,£4.4
Besic,Everton,2,£4.4
James,Leicester,0,£4.4
Rossiter,Liverpool,1,£4.4
Lucas,Liverpool,24,£4.4
Tioté,Newcastle,9,£4.4
Anya,Watford,40,£4.4
Yacob,West Brom,27,£4.4
McManaman,West Brom,16,£4.4
Samuelsen,West Ham,0,£4.4
Cullen,West Ham,1,£4.4
Sánchez,Aston Villa,26,£4.3
Surman,Bournemouth,43,£4.3
MacDonald,Bournemouth,2,£4.3
Williams,Crystal Palace,0,£4.3
Lee Chung-yong,Crystal Palace,12,£4.3
Barry,Everton,41,£4.3
Oviedo,Everton,5,£4.3
Hammond,Leicester,0,£4.3
Lingard,Man Utd,19,£4.3
Anita,Newcastle,34,£4.3
Tettey,Norwich,32,£4.3
Elliott Bennett,Norwich,0,£4.3
Mulumbu,Norwich,8,£4.3
Wanyama,Southampton,30,£4.3
Reed,Southampton,0,£4.3
Onomah,Spurs,3,£4.3
Bentaleb,Spurs,5,£4.3
Whelan,Stoke,38,£4.3
Cattermole,Sunderland,21,£4.3
Bridcutt,Sunderland,0,£4.3
Britton,Swansea,17,£4.3
Fulton,Swansea,0,£4.3
Guédioura,Watford,9,£4.3
Watson,Watford,39,£4.3
Behrami,Watford,16,£4.3
Fletcher,West Brom,43,£4.3
Coquelin,Arsenal,24,£4.2
Westwood,Aston Villa,28,£4.2
O'Kane,Bournemouth,17,£4.2
Stanislas,Bournemouth,38,£4.2
Mikel,Chelsea,9,£4.2
Mutch,Crystal Palace,10,£4.2
King,Leicester,19,£4.2
Roberts,Man City,1,£4.2
Obertan,Newcastle,11,£4.2
O'Neil,Norwich,13,£4.2
Andreu,Norwich,0,£4.2
Oriol Romeu,Southampton,18,£4.2
Sidwell,Stoke,1,£4.2
Moha,Stoke,0,£4.2
Grimes,Swansea,0,£4.2
Dyer,Watford,0,£4.2
forwards,,,
Player,Team,Points,Cost
Agüero,Man City,54,£13.1
Costa,Chelsea,57,£10.7
Sturridge,Liverpool,19,£9.9
Rooney,Man Utd,42,£9.9
Kane,Spurs,90,£9.7
Lukaku,Everton,117,£9.3
Giroud,Arsenal,72,£9.1
Benteke,Liverpool,57,£8.2
Bony,Man City,44,£8.0
Pellè,Southampton,71,£7.9
Vardy,Leicester,124,£7.7
Son,Spurs,25,£7.7
Martial,Man Utd,51,£7.6
Welbeck,Arsenal,0,£7.3
N'Jie,Spurs,11,£7.3
Remy,Chelsea,18,£7.1
Ings,Liverpool,20,£7.0
Falcao,Chelsea,14,£6.9
Rodriguez,Southampton,10,£6.5
Gomis,Swansea,52,£6.5
Rondón,West Brom,48,£6.5
Carroll,West Ham,23,£6.4
Sakho,West Ham,42,£6.3
Mitrovic,Newcastle,35,£6.2
Cissé,Newcastle,29,£6.2
Diouf,Stoke,35,£6.2
Ighalo,Watford,122,£6.1
Berahino,West Brom,40,£5.9
Valencia,West Ham,6,£5.8
Long,Southampton,35,£5.7
Gestede,Aston Villa,44,£5.6
Murray,Bournemouth,30,£5.6
Okazaki,Leicester,41,£5.6
Crouch,Stoke,3,£5.6
Ayew,Aston Villa,49,£5.5
Wickham,Crystal Palace,26,£5.5
Origi,Liverpool,15,£5.5
Joselu,Stoke,12,£5.5
Oularé,Watford,0,£5.5
Jelavic,West Ham,15,£5.5
Campbell,Crystal Palace,5,£5.4
Kramaric,Leicester,2,£5.4
Rivière,Newcastle,0,£5.4
Juanmi,Southampton,9,£5.4
Borini,Sunderland,23,£5.4
Wilson,Bournemouth,38,£5.3
Kenedy,Chelsea,6,£5.3
,,,
Player,Team,Points,Cost
Bamford,Crystal Palace,5,£5.3
Ulloa,Leicester,28,£5.3
Lambert,West Brom,27,£5.3
Zárate,West Ham,40,£5.3
Mbokani,Norwich,25,£5.2
Deeney,Watford,85,£5.2
Gayle,Crystal Palace,9,£5.1
Ayoze,Newcastle,54,£5.1
Bojan,Stoke,59,£5.1
Defoe,Sunderland,39,£5.1
Ibarbo,Watford,3,£5.1
Campbell,Arsenal,26,£5.0
Naismith,Everton,27,£5.0
Eder,Swansea,14,£5.0
Iheanacho,Man City,25,£4.9
Fletcher,Sunderland,48,£4.9
Agbonlahor,Aston Villa,20,£4.7
Tomlin,Bournemouth,8,£4.7
Chamakh,Crystal Palace,4,£4.7
Koné,Everton,66,£4.7
Kozák,Aston Villa,0,£4.5
Butcher,Bournemouth,0,£4.5
Rodríguez,Everton,0,£4.5
Sinclair,Liverpool,0,£4.5
Rashford,Man Utd,0,£4.5
Wilson,Man Utd,1,£4.5
Jerome,Norwich,47,£4.5
Seager,Southampton,0,£4.5
Gooch,Sunderland,0,£4.5
Anichebe,West Brom,1,£4.5
Parfitt-Williams,West Ham,0,£4.5
Kermorgant,Bournemouth,6,£4.4
McAleny,Everton,0,£4.4
Lawrence,Leicester,0,£4.4
Dodoo,Leicester,1,£4.4
Lafferty,Norwich,1,£4.4
Barrow,Swansea,9,£4.4
Armstrong,Newcastle,0,£4.3
Grabban,Norwich,13,£4.3
Lee,West Ham,0,£4.3
Hepburn-Murphy,Aston Villa,0,£4.2
Toney,Newcastle,1,£4.2
Hooper,Norwich,2,£4.2
Watmore,Sunderland,24,£4.2
Rantie,Bournemouth,3,£4.1
Graham,Sunderland,12,£4.1
Emnes,Swansea,0,£4.1
