goalkeepers,,,
Player,Team,Points,Cost
Kelly,Crystal Palace,18,£4.3
Hangeland,Crystal Palace,20,£4.3
José Enrique,Liverpool,0,£4.3
Dummett,Newcastle,2,£4.3
Lascelles,Newcastle,0,£4.3
Wisdom,Norwich,2,£4.3
Yoshida,Southampton,17,£4.3
Muniesa,Stoke,7,£4.3
Wollscheid,Stoke,18,£4.3
Kaboul,Sunderland,13,£4.3
O'Shea,Sunderland,10,£4.3
Brown,Sunderland,0,£4.3
Matthews,Sunderland,1,£4.3
Paredes,Watford,3,£4.3
Pocognoli,West Brom,0,£4.3
Collins,West Ham,6,£4.3
Mings,Bournemouth,1,£4.2
Wasilewski,Leicester,0,£4.2
Varela,Man Utd,0,£4.2
Williamson,Newcastle,0,£4.2
Martina,Southampton,2,£4.2
Bardsley,Stoke,0,£4.2
Coates,Sunderland,2,£4.2
Rangel,Swansea,3,£4.2
Holebas,Watford,2,£4.2
Targett,Southampton,21,£4.1
Cargill,Bournemouth,0,£4.0
Smith,Bournemouth,7,£4.0
Bennett,Bournemouth,0,£4.0
Croll,Crystal Palace,0,£4.0
Pennington,Everton,0,£4.0
Holgate,Everton,0,£4.0
Browning,Everton,9,£4.0
Randall,Liverpool,0,£4.0
Maffeo,Man City,0,£4.0
Good,Newcastle,0,£4.0
Alfei,Swansea,0,£4.0
Belkalem,Watford,0,£4.0
Ekstrand,Watford,0,£4.0
Knoyle,West Ham,0,£4.0
Henry,West Ham,0,£4.0
Kinsella,Aston Villa,0,£3.9
Mariappa,Crystal Palace,2,£3.9
Hibbert,Everton,0,£3.9
Simpson,Leicester,14,£3.9
Moore,Leicester,0,£3.9
Steven Taylor,Newcastle,7,£3.9
Ryan Bennett,Norwich,2,£3.9
Hoban,Watford,0,£3.9
Gamboa,West Brom,0,£3.9
Burke,West Ham,0,£3.9
Oxford,West Ham,7,£3.9
,,,
,,,
,,,
midfielders,,,
Player,Team,Points,Cost
Sánchez,Arsenal,65,£11.6
Hazard,Chelsea,35,£11.1
De Bruyne,Man City,43,£10.5
Silva,Man City,34,£10.0
Pedro,Chelsea,30,£9.1
Sterling,Man City,46,£8.9
Mata,Man Utd,53,£8.8
Walcott,Arsenal,34,£8.6
Özil,Arsenal,54,£8.6
Fàbregas,Chelsea,23,£8.6
Yaya Touré,Man City,43,£8.5
Eriksen,Spurs,41,£8.4
Payet,West Ham,71,£8.3
Oscar,Chelsea,12,£8.2
Cazorla,Arsenal,36,£8.1
Ramsey,Arsenal,28,£8.1
Coutinho,Liverpool,33,£8.1
Depay,Man Utd,25,£8.1
Firmino,Liverpool,11,£8.0
Mané,Southampton,50,£7.9
Lallana,Liverpool,14,£7.3
Sigurdsson,Swansea,35,£7.2
Ayew,Swansea,57,£7.1
Tadic,Southampton,49,£7.0
Nasri,Man City,15,£6.9
Wijnaldum,Newcastle,57,£6.9
Willian,Chelsea,35,£6.8
Mirallas,Everton,2,£6.8
Barkley,Everton,49,£6.8
Lamela,Spurs,32,£6.8
Milner,Liverpool,36,£6.7
Chadli,Spurs,28,£6.7
Shaqiri,Stoke,17,£6.7
Cabaye,Crystal Palace,52,£6.6
Henderson,Liverpool,7,£6.6
Schweinsteiger,Man Utd,15,£6.6
Herrera,Man Utd,29,£6.6
Mahrez,Leicester,70,£6.5
Toivonen,Sunderland,13,£6.4
Lens,Sunderland,32,£6.4
Navas,Man City,33,£6.3
Bolasie,Crystal Palace,24,£6.2
Deulofeu,Everton,21,£6.2
Fellaini,Man Utd,6,£6.2
de Jong,Newcastle,5,£6.1
Fernandinho,Man City,39,£6.0
Thauvin,Newcastle,7,£6.0
Arnautovic,Stoke,38,£6.0
Townsend,Spurs,3,£5.9
Wilshere,Arsenal,0,£5.8
Gradel,Bournemouth,16,£5.8
Puncheon,Crystal Palace,27,£5.8
Walters,Stoke,24,£5.8
Johnson,Sunderland,16,£5.8
Lennon,Everton,7,£5.7
Sissoko,Newcastle,30,£5.7
Ward-Prowse,Southampton,19,£5.7
Adam,Stoke,12,£5.7
Montero,Swansea,24,£5.7
Chamberlain,Arsenal,17,£5.6
Veretout,Aston Villa,9,£5.6
Traoré,Aston Villa,7,£5.6
Ritchie,Bournemouth,33,£5.6
Young,Man Utd,14,£5.6
Gouffran,Newcastle,2,£5.6
Redmond,Norwich,46,£5.6
Berghuis,Watford,5,£5.6
Kouyaté,West Ham,41,£5.6
Traore,Chelsea,0,£5.5
Sako,Crystal Palace,34,£5.5
Blind,Man Utd,28,£5.5
Shelvey,Swansea,25,£5.5
Antonio,West Ham,1,£5.5
Noble,West Ham,32,£5.5
Grealish,Aston Villa,17,£5.4
Zaha,Crystal Palace,23,£5.4
Delph,Man City,2,£5.4
Brady,Norwich,35,£5.4
Jurado,Watford,20,£5.4
Ramires,Chelsea,14,£5.3
Can,Liverpool,17,£5.3
Ramírez,Southampton,4,£5.3
Clasie,Southampton,4,£5.3
Dembélé,Spurs,20,£5.3
Lanzini,West Ham,34,£5.3
Moses,West Ham,22,£5.3
Schneiderlin,Man Utd,27,£5.2
Colback,Newcastle,12,£5.2
Afellay,Stoke,6,£5.2
Routledge,Swansea,3,£5.2
Ki Sung-yueng,Swansea,10,£5.2
Diamanti,Watford,2,£5.2
Gardner,West Brom,13,£5.2
Brunt,West Brom,26,£5.2
Atsu,Bournemouth,0,£5.1
Cleverley,Everton,8,£5.1
Hoolahan,Norwich,41,£5.1
Van Ginkel,Stoke,14,£5.1
Larsson,Sunderland,10,£5.1
Sessegnon,West Brom,6,£5.1
McArthur,Crystal Palace,25,£5.0
Kanté,Leicester,24,£5.0
Albrighton,Leicester,36,£5.0
M'Vila,Sunderland,38,£5.0
Rosicky,Arsenal,0,£4.9
Pugh,Bournemouth,22,£4.9
McGeady,Everton,0,£4.9
Allen,Liverpool,3,£4.9
Fernando,Man City,8,£4.9
Carrick,Man Utd,14,£4.9
Howson,Norwich,27,£4.9
Odjidja-Ofoe,Norwich,0,£4.9
Player,Team,Points,Cost
Mason,Spurs,19,£4.9
Alli,Spurs,27,£4.9
Gómez,Sunderland,7,£4.9
Song,West Ham,0,£4.9
Obiang,West Ham,13,£4.9
Zelalem,Arsenal,0,£4.8
Adelaide,Arsenal,0,£4.8
Carles Gil,Aston Villa,13,£4.8
Cole,Aston Villa,0,£4.8
Sinclair,Aston Villa,24,£4.8
Gueye,Aston Villa,15,£4.8
Matic,Chelsea,21,£4.8
Loftus-Cheek,Chelsea,2,£4.8
Ledley,Crystal Palace,6,£4.8
McCarthy,Everton,20,£4.8
Pienaar,Everton,0,£4.8
Jarvis,Norwich,16,£4.8
Davis,Southampton,24,£4.8
Pritchard,Spurs,1,£4.8
Ireland,Stoke,9,£4.8
Odemwingie,Stoke,2,£4.8
Rodwell,Sunderland,8,£4.8
Cork,Swansea,15,£4.8
Capoue,Watford,27,£4.8
Morrison,West Brom,32,£4.8
Arteta,Arsenal,5,£4.7
Arter,Bournemouth,0,£4.7
Jedinak,Crystal Palace,4,£4.7
Inler,Leicester,4,£4.7
Dyer,Leicester,11,£4.7
Pereira,Man Utd,0,£4.7
Dorrans,Norwich,14,£4.7
Hesketh,Southampton,0,£4.7
Carroll,Spurs,4,£4.7
Buckley,Sunderland,0,£4.7
Abdi,Watford,24,£4.7
McClean,West Brom,20,£4.7
N'Zogbia,Aston Villa,0,£4.6
King,Bournemouth,10,£4.6
Osman,Everton,0,£4.6
Ibe,Liverpool,11,£4.6
Aarons,Newcastle,3,£4.6
Gnabry,West Brom,1,£4.6
McManaman,West Brom,11,£4.6
Amalfitano,West Ham,0,£4.6
Westwood,Aston Villa,21,£4.5
Gardner,Aston Villa,0,£4.5
Gray,Crystal Palace,0,£4.5
Drinkwater,Leicester,30,£4.5
James,Leicester,0,£4.5
Rossiter,Liverpool,1,£4.5
Teixeira,Liverpool,0,£4.5
Manu García,Man City,0,£4.5
Evans,Man City,0,£4.5
Barker,Man City,0,£4.5
Lingard,Man Utd,2,£4.5
Bigirimana,Newcastle,0,£4.5
Marveaux,Newcastle,0,£4.5
Isgrove,Southampton,0,£4.5
Winks,Spurs,0,£4.5
Lucas,Swansea,0,£4.5
Smith,Watford,0,£4.5
Coquelin,Arsenal,18,£4.4
Flamini,Arsenal,2,£4.4
Gosling,Bournemouth,23,£4.4
Williams,Crystal Palace,0,£4.4
Gibson,Everton,1,£4.4
Besic,Everton,1,£4.4
Oviedo,Everton,4,£4.4
Lucas,Liverpool,16,£4.4
Tioté,Newcastle,3,£4.4
Anita,Newcastle,17,£4.4
Onomah,Spurs,0,£4.4
Whelan,Stoke,19,£4.4
Fulton,Swansea,0,£4.4
Anya,Watford,23,£4.4
Behrami,Watford,11,£4.4
Fletcher,West Brom,25,£4.4
Yacob,West Brom,19,£4.4
Samuelsen,West Ham,0,£4.4
Cullen,West Ham,1,£4.4
Sánchez,Aston Villa,12,£4.3
Surman,Bournemouth,21,£4.3
O'Kane,Bournemouth,15,£4.3
MacDonald,Bournemouth,1,£4.3
Mikel,Chelsea,6,£4.3
Mutch,Crystal Palace,5,£4.3
Lee Chung-yong,Crystal Palace,3,£4.3
Barry,Everton,18,£4.3
King,Leicester,9,£4.3
Hammond,Leicester,0,£4.3
Roberts,Man City,1,£4.3
Obertan,Newcastle,11,£4.3
Tettey,Norwich,14,£4.3
O'Neil,Norwich,5,£4.3
Elliott Bennett,Norwich,0,£4.3
Mulumbu,Norwich,0,£4.3
Andreu,Norwich,0,£4.3
Oriol Romeu,Southampton,6,£4.3
Wanyama,Southampton,17,£4.3
Reed,Southampton,0,£4.3
Bentaleb,Spurs,5,£4.3
Sidwell,Stoke,1,£4.3
Moha,Stoke,0,£4.3
Cattermole,Sunderland,13,£4.3
Bridcutt,Sunderland,0,£4.3
Britton,Swansea,2,£4.3
Grimes,Swansea,0,£4.3
Guédioura,Watford,3,£4.3
Watson,Watford,15,£4.3
Dyer,Watford,0,£4.3
Stanislas,Bournemouth,1,£4.2
,,,
,,,
,,,
forwards,,,
Player,,,
,,,
,,,
,,,
,,,
,,,
Giroud,Arsenal,35,£8.7
Lukaku,Everton,52,£8.4
Pellè,Southampton,58,£8.4
Bony,Man City,29,£8.3
Martial,Man Utd,29,£8.3
Benteke,Liverpool,30,£8.2
Son,Spurs,13,£7.9
Welbeck,Arsenal,0,£7.4
N'Jie,Spurs,9,£7.3
Vardy,Leicester,70,£7.2
Remy,Chelsea,8,£7.1
Falcao,Chelsea,13,£7.0
Ings,Liverpool,20,£7.0
Gomis,Swansea,36,£7.0
Rondón,West Brom,31,£6.7
Sakho,West Ham,36,£6.6
Rodriguez,Southampton,10,£6.5
Diouf,Stoke,30,£6.4
Carroll,West Ham,12,£6.4
Cissé,Newcastle,16,£6.3
Mitrovic,Newcastle,16,£6.2
Berahino,West Brom,34,£6.2
Gestede,Aston Villa,31,£5.8
Okazaki,Leicester,19,£5.8
Long,Southampton,10,£5.8
Valencia,West Ham,0,£5.8
Mbokani,Norwich,16,£5.7
Jelavic,West Ham,5,£5.7
Murray,Bournemouth,17,£5.6
Wickham,Crystal Palace,5,£5.6
Origi,Liverpool,4,£5.6
Crouch,Stoke,2,£5.6
Joselu,Stoke,11,£5.6
Ayew,Aston Villa,14,£5.5
Wilson,Bournemouth,38,£5.5
Kramaric,Leicester,1,£5.5
Oularé,Watford,0,£5.5
Lambert,West Brom,12,£5.5
Bamford,Crystal Palace,3,£5.4
Campbell,Crystal Palace,3,£5.4
Player,Team,Points,Cost
Ulloa,Leicester,8,£5.4
Rivière,Newcastle,0,£5.4
Juanmi,Southampton,3,£5.4
Borini,Sunderland,7,£5.4
Ighalo,Watford,54,£5.4
Kenedy,Chelsea,2,£5.3
Naismith,Everton,27,£5.3
Bojan,Stoke,23,£5.3
Defoe,Sunderland,24,£5.3
Ibarbo,Watford,3,£5.3
Zárate,West Ham,22,£5.3
Gayle,Crystal Palace,7,£5.1
Ayoze,Newcastle,32,£5.1
Eder,Swansea,8,£5.1
Deeney,Watford,32,£5.1
Campbell,Arsenal,0,£5.0
Fletcher,Sunderland,31,£5.0
Koné,Everton,31,£4.9
Iheanacho,Man City,13,£4.9
Agbonlahor,Aston Villa,18,£4.8
Tomlin,Bournemouth,6,£4.8
Chamakh,Crystal Palace,0,£4.8
Jerome,Norwich,21,£4.8
Wilson,Man Utd,1,£4.7
Anichebe,West Brom,1,£4.7
Kozák,Aston Villa,0,£4.6
Kermorgant,Bournemouth,3,£4.6
Rodríguez,Everton,0,£4.5
Dodoo,Leicester,1,£4.5
Sinclair,Liverpool,0,£4.5
Lafferty,Norwich,1,£4.5
Gooch,Sunderland,0,£4.5
McAleny,Everton,0,£4.4
Lawrence,Leicester,0,£4.4
Armstrong,Newcastle,0,£4.4
Toney,Newcastle,1,£4.4
Grabban,Norwich,3,£4.4
Graham,Sunderland,8,£4.4
Barrow,Swansea,4,£4.4
Lee,West Ham,0,£4.4
Hepburn-Murphy,Aston Villa,0,£4.3
Rantie,Bournemouth,0,£4.3
Hooper,Norwich,2,£4.3
Watmore,Sunderland,7,£4.3
Emnes,Swansea,0,£4.3
